user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase,target_item_id,top_0_recommendation,top_1_recommendation,top_2_recommendation,top_3_recommendation,top_4_recommendation
3080,1,violent,neg,biography,neg,True,mafia,32.0,1373 (0),1175 (1),787 (2),242 (3),960 (4)
3080,2,new york city,pos,comedy,neg,False,mafia,32.0,1373 (0),1175 (1),787 (2),242 (3),327 (6)
3080,3,family,pos,family,pos,True,mafia,32.0,1694 (327),678 (52),716 (49),1698 (59),982 (255)
3080,4,oscar (best picture),pos,teen,neg,False,mafia,32.0,678 (52),716 (49),832 (230),351 (37),592 (28)
3080,5,martin scorsese,pos,mafia,pos,True,mafia,32.0,678 (52),832 (230),716 (49),351 (37),1694 (327)
877,1,dvd,pos,interesting,pos,True,quirky,19.0,1196 (0),558 (1),606 (2),808 (3),1145 (4)
877,2,dark comedy,pos,disturbing,neg,False,quirky,19.0,757 (64),769 (58),634 (61),808 (3),34 (117)
877,3,crime,pos,action,neg,False,quirky,19.0,25 (114),34 (117),19 (83),20 (75),1 (100)
877,4,jim carrey,neg,murder,pos,False,quirky,19.0,25 (114),19 (83),34 (117),20 (75),1 (100)
877,5,black comedy,pos,black comedy,pos,True,quirky,19.0,19 (83),25 (114),34 (117),75 (113),20 (75)
2295,1,satire,neg,fantasy,neg,True,animation,176.0,395 (0),2519 (1),3177 (2),832 (3),1200 (4)
2295,2,family,neg,biography,neg,True,animation,176.0,395 (0),2519 (1),3177 (2),2433 (7),2833 (14)
2295,3,funny,neg,true story,neg,True,animation,176.0,395 (0),2519 (1),3177 (2),2433 (7),2833 (14)
2295,4,children,neg,dark comedy,neg,True,animation,176.0,395 (0),2519 (1),3177 (2),3433 (6),2000 (19)
2295,5,comedy,neg,adventure,neg,True,animation,176.0,2519 (1),395 (0),3177 (2),2000 (19),3433 (6)
2322,1,space,neg,sequel,neg,True,post apocalyptic,714.0,1218 (0),644 (1),503 (2),1389 (3),370 (4)
2322,2,bruce willis,neg,thriller,neg,True,post apocalyptic,714.0,1218 (0),644 (1),1389 (3),503 (2),522 (6)
2322,3,disturbing,neg,history,neg,True,cannibalism,714.0,1218 (0),1389 (3),1489 (11),1166 (9),924 (5)
2322,4,brad pitt,neg,oscar (best actor),neg,True,post apocalyptic,714.0,1218 (0),1389 (3),1489 (11),1166 (9),1090 (7)
2322,5,post-apocalyptic,pos,post-apocalyptic,pos,True,post apocalyptic,714.0,1389 (3),1218 (0),1090 (7),1489 (11),1166 (9)
1467,1,espionage,neg,thriller,neg,True,brad pitt,299.0,1321 (0),1549 (1),381 (2),2174 (3),654 (4)
1467,2,crime,pos,action,neg,False,brad pitt,299.0,1321 (0),1549 (1),1829 (5),2174 (3),1503 (6)
1467,3,mental illness,neg,interesting,neg,True,brad pitt,299.0,1321 (0),1549 (1),2174 (3),1219 (8),654 (4)
1467,4,serial killer,neg,teen,neg,True,brad pitt,299.0,1321 (0),1549 (1),1503 (6),2174 (3),381 (2)
1467,5,post apocalyptic,neg,nudity (topless),neg,True,brad pitt,299.0,1321 (0),1503 (6),1549 (1),2174 (3),1219 (8)
1128,1,nudity (topless),neg,history,neg,True,aliens,2566.0,1037 (0),1504 (1),587 (2),1307 (3),600 (4)
1128,2,sci-fi,neg,romance,neg,True,aliens,2566.0,1037 (0),1504 (1),587 (2),600 (4),1307 (3)
1128,3,fun,neg,disturbing,neg,True,anime,2566.0,1504 (1),587 (2),1170 (7),600 (4),885 (5)
1128,4,action,neg,surreal,neg,True,aliens,2566.0,1504 (1),587 (2),1037 (0),885 (5),600 (4)
1128,5,space,neg,sequel,neg,True,aliens,2566.0,1504 (1),1037 (0),587 (2),885 (5),1307 (3)
1212,1,stephen king,neg,comedy,pos,False,ghosts,72.0,1699 (0),928 (1),1569 (2),901 (3),1605 (4)
1212,2,psychology,neg,comedy,pos,False,ghosts,72.0,1605 (4),1552 (6),2066 (30),1356 (5),978 (40)
1212,3,suspense,neg,animation,neg,True,ghosts,72.0,2066 (30),1552 (6),1605 (4),1774 (26),2007 (18)
1212,4,predictable,neg,mafia,neg,True,ghosts,72.0,2066 (30),2007 (18),1699 (0),1552 (6),1605 (4)
1212,5,bruce willis,neg,thriller,neg,True,ghosts,72.0,1552 (6),2066 (30),2007 (18),1774 (26),978 (40)
5587,1,nudity (topless),pos,history,neg,False,aliens,231.0,2 (0),20 (1),59 (2),54 (3),57 (4)
5587,2,future,pos,dystopia,neg,False,space,231.0,225 (37),85 (18),493 (125),2 (0),20 (1)
5587,3,dvd,neg,interesting,neg,True,space,231.0,225 (37),85 (18),493 (125),2 (0),20 (1)
5587,4,aliens,pos,space,pos,True,space,231.0,225 (37),85 (18),493 (125),77 (9),2 (0)
5587,5,cult film,neg,comedy,neg,True,aliens,231.0,225 (37),85 (18),20 (1),2 (0),77 (9)
2686,1,post-apocalyptic,pos,sequel,neg,False,cannibalism,714.0,535 (0),428 (1),119 (2),437 (3),618 (4)
2686,2,oscar (best actor),neg,sci-fi,neg,True,cannibalism,714.0,535 (0),1128 (9),437 (3),618 (4),428 (1)
2686,3,disturbing,neg,history,neg,True,cannibalism,714.0,535 (0),1128 (9),1038 (77),1367 (31),437 (3)
2686,4,crime,neg,action,neg,True,cannibalism,714.0,535 (0),1128 (9),1038 (77),1367 (31),437 (3)
2686,5,thriller,neg,adventure,neg,True,cannibalism,714.0,535 (0),1128 (9),1038 (77),1367 (31),1196 (32)
6157,1,war,neg,fantasy,neg,True,classic,370.0,246 (0),205 (1),190 (2),110 (3),717 (4)
6157,2,time travel,neg,time travel,neg,True,tom cruise,370.0,717 (4),246 (0),734 (10),1071 (9),205 (1)
6157,3,murder,neg,seen more than once,pos,False,tom cruise,370.0,717 (4),734 (10),246 (0),1071 (9),1404 (24)
6157,4,remake,neg,music,neg,True,tom cruise,370.0,717 (4),734 (10),1071 (9),1233 (30),1404 (24)
6157,5,future,neg,dystopia,neg,True,tom cruise,370.0,717 (4),1233 (30),734 (10),1071 (9),871 (14)
1701,1,quirky,neg,space,neg,True,time travel,48.0,1063 (0),783 (1),511 (2),1172 (3),753 (4)
1701,2,thriller,pos,adventure,neg,False,time travel,48.0,1063 (0),1733 (17),1546 (14),929 (6),1172 (3)
1701,3,future,pos,dystopia,neg,False,time travel,48.0,2 (22),5 (13),19 (33),199 (24),43 (7)
1701,4,sci-fi,pos,romance,neg,False,time travel,48.0,2 (22),43 (7),5 (13),48 (31),0 (37)
1701,5,bruce willis,neg,bruce willis,neg,True,time travel,48.0,43 (7),2 (22),5 (13),48 (31),0 (37)
861,1,robots,neg,police,neg,True,funny,122.0,585 (0),281 (1),898 (2),666 (3),702 (4)
861,2,hilarious,neg,space,neg,True,funny,122.0,666 (3),585 (0),898 (2),281 (1),702 (4)
861,3,fun,neg,disturbing,neg,True,funny,122.0,666 (3),898 (2),1432 (32),1299 (26),702 (4)
861,4,religion,neg,murder,neg,True,funny,122.0,666 (3),898 (2),1299 (26),1432 (32),1316 (5)
861,5,tom hanks,neg,history,neg,True,funny,122.0,666 (3),1432 (32),1299 (26),898 (2),1203 (9)
3893,1,family,neg,biography,neg,True,espionage,247.0,3 (0),59 (1),14 (2),47 (3),222 (4)
3893,2,murder,neg,seen more than once,neg,True,espionage,247.0,3 (0),59 (1),14 (2),47 (3),224 (6)
3893,3,boring,pos,sequel,neg,False,espionage,247.0,59 (1),3 (0),224 (6),222 (4),14 (2)
3893,4,james bond,neg,sci-fi,neg,True,espionage,247.0,189 (7),3 (0),14 (2),74 (13),247 (67)
3893,5,matt damon,pos,predictable,neg,False,espionage,247.0,189 (7),74 (13),14 (2),247 (67),3 (0)
784,1,black and white,neg,interesting,neg,True,vampires,221.0,2405 (0),1181 (1),1372 (2),2308 (3),1475 (4)
784,2,war,neg,fantasy,neg,True,classic,221.0,2405 (0),2308 (3),1181 (1),1372 (2),1584 (9)
784,3,based on a book,neg,space,neg,True,classic,221.0,2405 (0),2308 (3),1584 (9),1876 (8),1181 (1)
784,4,mafia,neg,action,neg,True,classic,221.0,2405 (0),2308 (3),1876 (8),1584 (9),1372 (2)
784,5,prison,neg,disturbing,neg,True,classic,221.0,2405 (0),2308 (3),1584 (9),1876 (8),2382 (17)
4584,1,oscar (best picture),neg,teen,neg,True,fantasy,197.0,838 (0),741 (1),380 (2),174 (3),124 (4)
4584,2,epic,neg,boring,neg,True,fantasy,197.0,380 (2),1054 (9),741 (1),124 (4),313 (6)
4584,3,overrated,neg,dark comedy,neg,True,fantasy,197.0,741 (1),380 (2),838 (0),1054 (9),124 (4)
4584,4,fantasy,pos,chick flick,neg,False,seen more than once,197.0,1054 (9),741 (1),838 (0),1685 (13),1615 (131)
4584,5,france,neg,classic,neg,True,children,197.0,380 (2),66 (22),171 (16),233 (8),124 (4)
1504,1,intense,neg,animation,neg,True,surreal,86.0,1319 (0),1678 (1),1380 (2),3075 (3),889 (4)
1504,2,quirky,pos,space,neg,False,surreal,86.0,1319 (0),1678 (1),1380 (2),3075 (3),1255 (5)
1504,3,sci-fi,neg,romance,neg,True,surreal,86.0,820 (157),1177 (160),1412 (576),714 (347),24 (9)
1504,4,seen more than once,pos,sci-fi,neg,False,surreal,86.0,820 (157),1412 (576),714 (347),1177 (160),541 (284)
1504,5,jim carrey,neg,murder,neg,True,surreal,86.0,820 (157),24 (9),0 (17),86 (48),221 (123)
2829,1,true story,neg,murder,neg,True,oscar (best picture),343.0,781 (0),1791 (1),1036 (2),25 (3),1532 (4)
2829,2,mental illness,neg,interesting,neg,True,oscar (best picture),343.0,1791 (1),781 (0),1532 (4),1036 (2),1264 (7)
2829,3,mafia,neg,action,neg,True,oscar (best picture),343.0,1791 (1),781 (0),1532 (4),1234 (12),539 (13)
2829,4,war,pos,fantasy,neg,False,oscar (best picture),343.0,1791 (1),1234 (12),1532 (4),699 (27),1954 (55)
2829,5,dvd,pos,high school,neg,False,oscar (best picture),343.0,583 (177),377 (67),574 (11),532 (25),161 (19)
1421,1,war,neg,fantasy,neg,True,classic,275.0,1604 (0),1281 (1),692 (2),1526 (3),503 (4)
1421,2,organized crime,neg,space,neg,True,classic,275.0,1281 (1),1604 (0),1526 (3),998 (5),503 (4)
1421,3,based on a book,neg,based on a book,neg,True,classic,275.0,1604 (0),1281 (1),1526 (3),998 (5),1125 (29)
1421,4,mafia,neg,action,neg,True,classic,275.0,1526 (3),1604 (0),1281 (1),998 (5),1125 (29)
1421,5,prison,neg,disturbing,neg,True,classic,275.0,1526 (3),998 (5),1604 (0),1281 (1),1125 (29)
6292,1,oscar (best picture),neg,teen,neg,True,fantasy,63.0,276 (0),83 (1),152 (2),397 (3),70 (4)
6292,2,epic,pos,boring,pos,True,fantasy,63.0,276 (0),83 (1),397 (3),152 (2),70 (4)
6292,3,overrated,pos,dark comedy,neg,False,fantasy,63.0,165 (6),17 (8),0 (9),152 (2),83 (1)
6292,4,magic,pos,classic,neg,False,fantasy,63.0,0 (9),17 (8),165 (6),23 (5),83 (1)
6292,5,based on a book,pos,space,neg,False,fantasy,63.0,63 (130),81 (238),144 (218),79 (149),260 (213)
3013,1,africa,neg,surreal,neg,True,drugs,125.0,1672 (0),1419 (1),551 (2),1854 (3),407 (4)
3013,2,intense,neg,animation,neg,True,drugs,125.0,1672 (0),1419 (1),551 (2),1854 (3),1471 (5)
3013,3,crime,pos,action,neg,False,drugs,125.0,1672 (0),1419 (1),551 (2),1854 (3),3075 (7)
3013,4,dark,neg,oscar (best actor),neg,True,drugs,125.0,551 (2),1672 (0),1419 (1),1219 (17),1854 (3)
3013,5,depressing,neg,mafia,neg,True,drugs,125.0,551 (2),1419 (1),1672 (0),1219 (17),1854 (3)
7714,1,intense,neg,animation,neg,True,surreal,236.0,2 (0),23 (1),65 (2),55 (3),9 (4)
7714,2,quirky,pos,space,neg,False,surreal,236.0,2 (0),65 (2),23 (1),9 (4),55 (3)
7714,3,sci-fi,pos,romance,pos,True,surreal,236.0,2 (0),23 (1),97 (18),57 (6),52 (5)
7714,4,seen more than once,pos,sci-fi,pos,True,surreal,236.0,2 (0),52 (5),55 (3),23 (1),106 (13)
7714,5,jim carrey,pos,murder,neg,False,surreal,236.0,2 (0),52 (5),106 (13),69 (44),113 (34)
7199,1,children,pos,dark comedy,neg,False,johnny depp,840.0,112 (0),1 (1),156 (2),27 (3),79 (4)
7199,2,horror,neg,suspense,neg,True,johnny depp,840.0,1225 (40),79 (4),30 (27),162 (16),176 (7)
7199,3,action,neg,surreal,neg,True,johnny depp,840.0,1225 (40),79 (4),162 (16),30 (27),156 (2)
7199,4,fantasy,pos,chick flick,neg,False,johnny depp,840.0,1225 (40),983 (10),79 (4),30 (27),162 (16)
7199,5,drugs,neg,predictable,neg,True,johnny depp,840.0,1225 (40),983 (10),30 (27),79 (4),162 (16)
5425,1,oscar (best picture),neg,teen,neg,True,fantasy,96.0,697 (0),99 (1),63 (2),112 (3),436 (4)
5425,2,epic,neg,boring,neg,True,fantasy,96.0,697 (0),112 (3),99 (1),574 (5),63 (2)
5425,3,overrated,pos,dark comedy,neg,False,fantasy,96.0,697 (0),99 (1),1310 (19),112 (3),63 (2)
5425,4,magic,neg,classic,neg,True,fantasy,96.0,254 (12),112 (3),444 (14),334 (16),697 (0)
5425,5,based on a book,neg,space,neg,True,fantasy,96.0,254 (12),444 (14),112 (3),334 (16),617 (63)
6160,1,quirky,neg,space,neg,True,time travel,171.0,358 (0),25 (1),235 (2),205 (3),32 (4)
6160,2,thriller,neg,adventure,neg,True,time travel,171.0,690 (6),358 (0),639 (15),235 (2),719 (29)
6160,3,sci-fi,pos,romance,neg,False,time travel,171.0,690 (6),1131 (57),639 (15),719 (29),1125 (81)
6160,4,arnold schwarzenegger,neg,thriller,neg,True,time travel,171.0,25 (1),18 (7),32 (4),26 (16),22 (25)
6160,5,brad pitt,neg,oscar (best actor),neg,True,time travel,171.0,25 (1),22 (25),18 (7),26 (16),72 (28)
2277,1,espionage,neg,thriller,pos,False,hitchcock,218.0,690 (0),598 (1),686 (2),639 (3),75 (4)
2277,2,murder,neg,seen more than once,neg,True,hitchcock,218.0,690 (0),598 (1),686 (2),639 (3),75 (4)
2277,3,black comedy,neg,murder,neg,True,hitchcock,218.0,690 (0),598 (1),686 (2),639 (3),1451 (12)
2277,4,mystery,pos,true story,neg,False,hitchcock,218.0,690 (0),598 (1),686 (2),639 (3),1451 (12)
2277,5,horror,neg,suspense,neg,True,hitchcock,218.0,242 (9),75 (4),104 (28),218 (11),294 (15)
1968,1,sequel,neg,classic,pos,False,robots,261.0,1158 (0),2090 (1),372 (2),1166 (3),337 (4)
1968,2,arnold schwarzenegger,neg,thriller,neg,True,robots,261.0,1158 (0),1166 (3),2090 (1),372 (2),337 (4)
1968,3,space,neg,hilarious,pos,False,robots,261.0,1158 (0),2090 (1),1166 (3),1892 (12),1585 (11)
1968,4,post apocalyptic,neg,nudity (topless),neg,True,robots,261.0,1158 (0),2090 (1),1166 (3),1585 (11),1892 (12)
1968,5,sci-fi,neg,romance,neg,True,robots,261.0,1158 (0),2090 (1),1166 (3),1892 (12),1585 (11)
3813,1,quirky,neg,space,neg,True,hilarious,57.0,176 (0),288 (1),247 (2),112 (3),334 (4)
3813,2,cute,neg,dark comedy,neg,True,hilarious,57.0,288 (1),176 (0),334 (4),254 (7),112 (3)
3813,3,seen more than once,pos,sci-fi,neg,False,hilarious,57.0,288 (1),176 (0),334 (4),254 (7),451 (9)
3813,4,comedy,pos,adventure,neg,False,hilarious,57.0,288 (1),176 (0),247 (2),163 (6),334 (4)
3813,5,parody,pos,fantasy,neg,False,hilarious,57.0,288 (1),176 (0),334 (4),638 (19),247 (2)
173,1,love,neg,chick flick,neg,True,religion,155.0,3319 (0),2422 (1),2154 (2),3007 (3),5251 (4)
173,2,death,neg,fun,neg,True,religion,155.0,3319 (0),2422 (1),2154 (2),3007 (3),5251 (4)
173,3,religion,pos,murder,neg,False,hilarious,155.0,3319 (0),3007 (3),2422 (1),5251 (4),4941 (7)
173,4,cute,neg,dark comedy,neg,True,hilarious,155.0,3319 (0),2468 (10),1676 (21),2154 (2),4618 (14)
173,5,comedy,pos,adventure,neg,False,hilarious,155.0,3319 (0),2468 (10),1676 (21),4618 (14),2154 (2)
1642,1,war,neg,fantasy,neg,True,action,511.0,1785 (0),2108 (1),1645 (2),2171 (3),1687 (4)
1642,2,dvd,neg,interesting,neg,True,action,511.0,1785 (0),2108 (1),1645 (2),2171 (3),2219 (7)
1642,3,satire,neg,satire,neg,True,parody,511.0,2171 (3),1645 (2),2108 (1),1785 (0),2412 (5)
1642,4,hilarious,neg,space,neg,True,parody,511.0,1645 (2),2108 (1),2171 (3),1785 (0),2119 (9)
1642,5,england,neg,seen more than once,neg,True,parody,511.0,2108 (1),2171 (3),1645 (2),2412 (5),1785 (0)
5772,1,aliens,neg,space,pos,False,sci-fi,8.0,8 (0),66 (1),59 (2),2 (3),151 (4)
5772,2,action,pos,surreal,neg,False,sci-fi,8.0,8 (0),66 (1),2 (3),59 (2),151 (4)
5772,3,robots,pos,police,neg,False,sci-fi,8.0,8 (0),66 (1),59 (2),2 (3),18 (8)
5772,4,dvd,pos,dvd,pos,True,sci-fi,8.0,66 (1),8 (0),130 (32),34 (12),59 (2)
5772,5,future,neg,future,neg,True,sci-fi,8.0,66 (1),8 (0),130 (32),34 (12),133 (10)
5356,1,martial arts,neg,seen more than once,neg,True,heist,163.0,25 (0),34 (1),72 (2),124 (3),2 (4)
5356,2,remake,pos,music,neg,False,heist,163.0,25 (0),72 (2),34 (1),124 (3),148 (5)
5356,3,based on a true story,neg,adventure,neg,True,heist,163.0,510 (511),1055 (946),447 (356),310 (544),944 (717)
5356,4,cars,neg,chick flick,neg,True,heist,163.0,1055 (946),510 (511),447 (356),944 (717),1013 (702)
5356,5,matt damon,pos,predictable,neg,False,heist,163.0,1055 (946),510 (511),944 (717),447 (356),878 (110)
1472,1,historical,neg,predictable,neg,True,tom hanks,154.0,855 (0),996 (1),958 (2),913 (3),1315 (4)
1472,2,overrated,neg,dark comedy,neg,True,tom hanks,154.0,855 (0),996 (1),958 (2),913 (3),1315 (4)
1472,3,dvd,neg,interesting,neg,True,tom hanks,154.0,855 (0),996 (1),913 (3),958 (2),1315 (4)
1472,4,stephen king,neg,comedy,neg,True,tom hanks,154.0,855 (0),996 (1),913 (3),958 (2),1315 (4)
1472,5,steven spielberg,neg,murder,neg,True,tom hanks,154.0,996 (1),855 (0),2246 (14),1315 (4),913 (3)
7887,1,sad,neg,boring,neg,True,history,452.0,1821 (0),1903 (1),832 (2),902 (3),1001 (4)
7887,2,true story,neg,murder,neg,True,history,452.0,1821 (0),1903 (1),902 (3),832 (2),750 (5)
7887,3,africa,neg,surreal,neg,True,history,452.0,1821 (0),1903 (1),832 (2),902 (3),2081 (6)
7887,4,dark,neg,oscar (best actor),neg,True,johnny depp,452.0,1821 (0),1903 (1),2816 (8),2081 (6),2834 (12)
7887,5,musical,neg,musical,neg,True,johnny depp,452.0,1821 (0),1903 (1),2816 (8),2081 (6),2834 (12)
5021,1,murder,neg,seen more than once,neg,True,serial killer,2.0,163 (0),156 (1),637 (2),476 (3),777 (4)
5021,2,psychology,neg,comedy,neg,True,serial killer,2.0,777 (4),637 (2),476 (3),163 (0),474 (6)
5021,3,brad pitt,neg,oscar (best actor),pos,False,serial killer,2.0,723 (8),777 (4),474 (6),680 (10),476 (3)
5021,4,cannibalism,pos,adventure,neg,False,serial killer,2.0,723 (8),474 (6),680 (10),694 (49),777 (4)
5021,5,crime,pos,action,neg,False,serial killer,2.0,756 (432),632 (172),989 (978),412 (252),1205 (1499)
5749,1,film noir,neg,oscar (best actor),neg,True,comic book,310.0,178 (0),266 (1),55 (2),72 (3),56 (4)
5749,2,revenge,neg,dvd,pos,False,comic book,310.0,178 (0),266 (1),56 (4),116 (5),203 (7)
5749,3,dark,neg,dark,neg,True,super-hero,310.0,178 (0),266 (1),116 (5),56 (4),55 (2)
5749,4,marvel,pos,classic,neg,False,super-hero,310.0,266 (1),178 (0),116 (5),488 (32),350 (16)
5749,5,comic book,pos,music,neg,False,super-hero,310.0,543 (186),1001 (443),640 (229),646 (363),760 (327)
530,1,drama,neg,nudity (topless),neg,True,twist ending,18.0,1300 (0),952 (1),1813 (2),808 (3),1833 (4)
530,2,suspense,pos,animation,neg,False,twist ending,18.0,1300 (0),952 (1),2262 (6),1833 (4),1813 (2)
530,3,mystery,neg,true story,neg,True,twist ending,18.0,2443 (92),794 (11),1813 (2),561 (5),161 (8)
530,4,memory,neg,music,neg,True,twist ending,18.0,1813 (2),2443 (92),794 (11),970 (14),561 (5)
530,5,ghosts,neg,prison,neg,True,twist ending,18.0,1813 (2),794 (11),970 (14),2443 (92),561 (5)
2586,1,murder,neg,seen more than once,neg,True,serial killer,2.0,1129 (0),1016 (1),824 (2),731 (3),1574 (4)
2586,2,psychology,neg,comedy,neg,True,serial killer,2.0,1016 (1),1129 (0),824 (2),1574 (4),731 (3)
2586,3,brad pitt,neg,oscar (best actor),pos,False,serial killer,2.0,1016 (1),1129 (0),824 (2),1574 (4),731 (3)
2586,4,cannibalism,pos,adventure,neg,False,serial killer,2.0,1016 (1),1129 (0),824 (2),1574 (4),731 (3)
2586,5,crime,pos,action,neg,False,serial killer,2.0,1574 (4),524 (26),1782 (522),1016 (1),1129 (0)
164,1,action,neg,surreal,neg,True,anime,1849.0,2199 (0),1987 (1),1268 (2),4508 (3),2015 (4)
164,2,fantasy,pos,chick flick,neg,False,anime,1849.0,2199 (0),1987 (1),1268 (2),2778 (5),3351 (6)
164,3,beautiful,neg,music,neg,True,anime,1849.0,424 (27),577 (37),521 (33),63 (59),144 (55)
164,4,fun,pos,disturbing,neg,False,anime,1849.0,424 (27),577 (37),521 (33),765 (15),63 (59)
164,5,japan,pos,mafia,neg,False,anime,1849.0,424 (27),577 (37),521 (33),1081 (10),748 (26)
1166,1,organized crime,neg,space,neg,True,cult film,296.0,1004 (0),1317 (1),869 (2),1546 (3),419 (4)
1166,2,musical,pos,boring,neg,False,cult film,296.0,1546 (3),869 (2),1004 (0),1317 (1),419 (4)
1166,3,mystery,neg,true story,neg,True,cult film,296.0,886 (69),1092 (232),1267 (326),1355 (231),2155 (27)
1166,4,samuel l jackson,neg,history,neg,True,cult film,296.0,886 (69),1092 (232),1267 (326),1355 (231),2155 (27)
1166,5,zombies,neg,seen more than once,neg,True,cult film,296.0,886 (69),1092 (232),1267 (326),2155 (27),1355 (231)
3198,1,quirky,neg,space,neg,True,time travel,17.0,1622 (0),508 (1),322 (2),1926 (3),238 (4)
3198,2,thriller,pos,adventure,neg,False,time travel,17.0,1685 (5),1622 (0),1069 (9),1926 (3),508 (1)
3198,3,future,neg,dystopia,pos,False,time travel,17.0,322 (2),24 (15),20 (20),2 (25),38 (8)
3198,4,sci-fi,pos,romance,neg,False,time travel,17.0,322 (2),24 (15),663 (18),20 (20),2 (25)
3198,5,bruce willis,pos,bruce willis,pos,True,time travel,17.0,322 (2),24 (15),38 (8),20 (20),12 (13)
1455,1,drama,neg,nudity (topless),neg,True,chick flick,113.0,297 (0),1128 (1),475 (2),558 (3),746 (4)
1455,2,fun,pos,disturbing,neg,False,chick flick,113.0,1128 (1),297 (0),558 (3),746 (4),475 (2)
1455,3,tom hanks,neg,history,neg,True,chick flick,113.0,568 (12),98 (25),297 (0),71 (42),114 (27)
1455,4,cute,pos,dark comedy,neg,False,chick flick,113.0,568 (12),98 (25),297 (0),712 (114),71 (42)
1455,5,girlie movie,pos,girlie movie,pos,True,chick flick,113.0,568 (12),712 (114),533 (183),404 (225),176 (249)
6095,1,drama,pos,nudity (topless),neg,False,war,13.0,372 (0),534 (1),411 (2),361 (3),53 (4)
6095,2,historical,pos,predictable,neg,False,war,13.0,53 (4),411 (2),372 (0),534 (1),19 (9)
6095,3,dvd,pos,interesting,neg,False,war,13.0,411 (2),361 (3),300 (5),172 (16),121 (12)
6095,4,holocaust,neg,holocaust,neg,True,war,13.0,4 (21),2 (18),44 (42),13 (17),6 (34)
6095,5,classic,neg,classic,neg,True,war,13.0,4 (21),2 (18),44 (42),13 (17),6 (34)
7971,1,aliens,neg,space,pos,False,sci-fi,16.0,63 (0),56 (1),156 (2),34 (3),3 (4)
7971,2,action,pos,surreal,neg,False,sci-fi,16.0,63 (0),156 (2),56 (1),185 (19),31 (6)
7971,3,robots,pos,police,neg,False,sci-fi,16.0,63 (0),156 (2),56 (1),215 (46),363 (28)
7971,4,dvd,pos,dvd,pos,True,sci-fi,16.0,63 (0),156 (2),477 (54),363 (28),56 (1)
7971,5,future,neg,future,neg,True,sci-fi,16.0,63 (0),156 (2),363 (28),56 (1),316 (29)
2188,1,war,neg,fantasy,neg,True,action,136.0,285 (0),1086 (1),264 (2),301 (3),1374 (4)
2188,2,dvd,neg,interesting,neg,True,action,136.0,285 (0),1086 (1),1374 (4),264 (2),301 (3)
2188,3,harrison ford,neg,fun,neg,True,action,136.0,285 (0),1086 (1),1374 (4),1628 (33),841 (12)
2188,4,sci-fi,neg,romance,neg,True,action,136.0,285 (0),1086 (1),1374 (4),1628 (33),841 (12)
2188,5,aliens,neg,space,neg,True,action,136.0,285 (0),1086 (1),1374 (4),1628 (33),841 (12)
2522,1,nudity (topless),neg,history,neg,True,aliens,447.0,69 (0),439 (1),1 (2),307 (3),3 (4)
2522,2,sci-fi,neg,romance,neg,True,aliens,447.0,69 (0),439 (1),307 (3),1 (2),103 (6)
2522,3,satire,neg,fantasy,neg,True,aliens,447.0,69 (0),684 (34),186 (12),72 (5),1 (2)
2522,4,action,neg,surreal,neg,True,aliens,447.0,684 (34),1054 (49),69 (0),186 (12),581 (52)
2522,5,future,neg,dystopia,neg,True,aliens,447.0,1054 (49),684 (34),847 (42),439 (1),69 (0)
4123,1,war,pos,fantasy,pos,True,classic,105.0,431 (0),446 (1),254 (2),451 (3),310 (4)
4123,2,organized crime,neg,space,neg,True,classic,105.0,431 (0),446 (1),254 (2),451 (3),310 (4)
4123,3,based on a book,pos,based on a book,pos,True,classic,105.0,431 (0),254 (2),446 (1),451 (3),310 (4)
4123,4,mafia,neg,action,neg,True,classic,105.0,431 (0),832 (106),902 (58),254 (2),451 (3)
4123,5,prison,neg,disturbing,neg,True,classic,105.0,902 (58),431 (0),832 (106),254 (2),1553 (720)
6492,1,great soundtrack,pos,teen,neg,False,nonlinear,0.0,477 (0),627 (1),112 (2),289 (3),720 (4)
6492,2,dark comedy,pos,disturbing,neg,False,samuel l jackson,0.0,57 (5),477 (0),17 (15),155 (7),8 (13)
6492,3,twist ending,neg,space,neg,True,nonlinear,0.0,101 (28),155 (7),57 (5),17 (15),0 (19)
6492,4,crime,pos,action,pos,True,samuel l jackson,0.0,101 (28),155 (7),541 (134),57 (5),125 (53)
6492,5,great movie,pos,prison,neg,False,samuel l jackson,0.0,101 (28),155 (7),57 (5),125 (53),0 (19)
6095,1,tom hanks,neg,history,neg,True,world war ii,332.0,372 (0),534 (1),411 (2),361 (3),53 (4)
6095,2,nazis,neg,tom hanks,neg,True,world war ii,332.0,372 (0),534 (1),53 (4),411 (2),399 (10)
6095,3,oscar (best picture),pos,teen,neg,False,world war ii,332.0,372 (0),534 (1),399 (10),300 (5),361 (3)
6095,4,biography,neg,interesting,neg,True,world war ii,332.0,372 (0),534 (1),361 (3),399 (10),300 (5)
6095,5,classic,pos,romance,neg,False,world war ii,332.0,372 (0),465 (31),399 (10),361 (3),534 (1)
4523,1,great soundtrack,neg,teen,neg,True,nonlinear,96.0,249 (0),161 (1),1136 (2),370 (3),125 (4)
4523,2,death,neg,fun,neg,True,nonlinear,96.0,1136 (2),161 (1),1854 (15),249 (0),683 (25)
