user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase,target_item_id,top_0_recommendation,top_1_recommendation,top_2_recommendation,top_3_recommendation,top_4_recommendation
683,5,egg,pos,dessert,neg,False,brunch,14.0,107 (1),58 (6),91 (42),229 (2),193 (0)
1161,1,quick,neg,curry,neg,True,thai,47.0,4 (0),208 (1),33 (2),0 (3),7 (4)
1161,2,yummy,neg,chair,neg,True,thai,47.0,4 (0),208 (1),259 (7),276 (5),33 (2)
1161,3,downtown,neg,expensive,neg,True,thai,47.0,4 (0),208 (1),259 (7),276 (5),33 (2)
1161,4,busy,neg,fry,neg,True,thai,47.0,399 (13),259 (7),4 (0),276 (5),208 (1)
1161,5,matcha,neg,milk,neg,True,croissant,47.0,259 (7),4 (0),47 (26),208 (1),156 (27)
2770,1,quick,neg,curry,neg,True,thai,15.0,0 (0),320 (1),118 (2),5 (3),420 (4)
2770,2,fluffy,neg,bakery,neg,True,cheese,15.0,0 (0),320 (1),118 (2),145 (7),5 (3)
2770,3,pizza,pos,bread,neg,False,cheese,15.0,0 (0),320 (1),118 (2),145 (7),420 (4)
2770,4,pancake,neg,egg,pos,False,brunch,15.0,320 (1),118 (2),0 (0),133 (6),779 (10)
2770,5,coffee,neg,sandwich,neg,True,brunch,15.0,320 (1),118 (2),779 (10),0 (0),516 (13)
971,1,fluffy,neg,bakery,neg,True,cheese,75.0,0 (0),85 (1),462 (2),33 (3),25 (4)
971,2,cake,neg,chocolate,neg,True,cheese,75.0,0 (0),85 (1),25 (4),462 (2),236 (6)
971,3,pizza,neg,bread,neg,True,cheese,75.0,0 (0),85 (1),25 (4),462 (2),144 (19)
971,4,store,neg,ice cream,neg,True,cheese,75.0,0 (0),14 (13),85 (1),186 (16),249 (14)
971,5,cheesecake,neg,milk tea,neg,True,cheese,75.0,249 (14),0 (0),186 (16),14 (13),57 (15)
794,1,squid,neg,meat,neg,True,cocktail,41.0,571 (0),129 (1),61 (2),3 (3),236 (4)
794,2,octopus,neg,pizza,neg,True,cocktail,41.0,571 (0),61 (2),129 (1),236 (4),866 (15)
794,3,roasted,neg,bread,neg,True,cocktail,41.0,866 (15),3 (3),571 (0),61 (2),135 (6)
794,4,reasonable,neg,patty,neg,True,thai,41.0,135 (6),866 (15),185 (32),3 (3),18 (9)
794,5,shrimp,pos,curry,pos,True,thai,41.0,135 (6),866 (15),3 (3),185 (32),220 (14)
5809,1,quick,pos,curry,pos,True,thai,0.0,0 (0),5 (1),1 (2),22 (3),2 (4)
5809,2,yummy,pos,chair,neg,False,thai,0.0,278 (45),186 (59),0 (0),71 (25),55 (11)
5809,3,wait,pos,dinner,pos,True,thai,0.0,0 (0),1 (2),5 (1),186 (59),2 (4)
5809,4,downtown,pos,expensive,neg,False,thai,0.0,224 (48),0 (0),22 (3),55 (11),16 (28)
5809,5,busy,pos,fry,neg,False,thai,0.0,224 (48),0 (0),22 (3),55 (11),46 (37)
672,1,fried,neg,meat,pos,False,bbq,100.0,237 (0),480 (1),59 (2),20 (3),930 (4)
672,2,beef,pos,salad,neg,False,bbq,100.0,480 (1),237 (0),59 (2),930 (4),20 (3)
672,3,lettuce,neg,tax,neg,True,bbq,100.0,480 (1),59 (2),20 (3),131 (7),237 (0)
672,4,pork belly,pos,pork belly,pos,True,bbq,100.0,480 (1),59 (2),20 (3),131 (7),237 (0)
672,5,pork,pos,spicy,neg,False,bbq,100.0,480 (1),59 (2),20 (3),237 (0),131 (7)
3701,1,quick,neg,curry,neg,True,thai,93.0,865 (0),0 (1),1 (2),103 (3),2 (4)
3701,2,yummy,neg,chair,neg,True,thai,93.0,0 (1),865 (0),437 (5),103 (3),1 (2)
3701,3,downtown,neg,expensive,neg,True,thai,93.0,0 (1),865 (0),437 (5),103 (3),1 (2)
3701,4,belly,neg,fried,neg,True,sandwich,93.0,865 (0),0 (1),437 (5),103 (3),1 (2)
3701,5,mayo,pos,plaza,neg,False,sandwich,93.0,865 (0),0 (1),103 (3),437 (5),1 (2)
1426,1,meat,pos,lunch,neg,False,burger,49.0,872 (0),1910 (1),482 (2),0 (3),264 (4)
1426,2,bun,pos,brunch,neg,False,burger,49.0,267 (7),482 (2),872 (0),149 (10),3106 (24)
1426,3,fried,pos,soup,neg,False,burger,49.0,267 (7),482 (2),872 (0),149 (10),0 (3)
1426,4,dark,pos,dark,pos,True,burger,49.0,267 (7),872 (0),482 (2),264 (4),0 (3)
1426,5,greasy,neg,greasy,neg,True,burger,49.0,267 (7),872 (0),1389 (30),811 (5),482 (2)
1861,1,salmon,pos,sushi,pos,True,buffet,84.0,65 (0),446 (1),42 (2),49 (3),552 (4)
1861,2,fresh,pos,chicken,pos,True,buffet,84.0,65 (0),446 (1),552 (4),49 (3),46 (6)
1861,3,sashimi,pos,salmon,pos,True,buffet,84.0,457 (20),65 (0),49 (3),46 (6),552 (4)
1861,4,dinner,pos,fresh,pos,True,buffet,84.0,457 (20),65 (0),49 (3),46 (6),552 (4)
1861,5,indian,neg,lamb,neg,True,buffet,84.0,457 (20),46 (6),49 (3),65 (0),552 (4)
3074,1,quick,neg,curry,neg,True,ramen,9.0,4 (0),29 (1),3 (2),1 (3),18 (4)
3074,2,salt,neg,tax,neg,True,ramen,9.0,4 (0),29 (1),3 (2),18 (4),1 (3)
3074,3,egg,pos,dessert,pos,True,ramen,9.0,4 (0),29 (1),3 (2),18 (4),1 (3)
3074,4,pork,pos,spicy,pos,True,ramen,9.0,25 (17),126 (80),4 (0),0 (5),6 (7)
3074,5,belly,pos,fried,pos,True,ramen,9.0,102 (199),4 (0),11 (32),25 (17),101 (112)
42,1,soup,pos,fried,pos,True,lobster,19.0,379 (0),30 (1),112 (2),226 (3),363 (4)
42,2,steamed,pos,chinese,pos,True,lobster,19.0,112 (2),32 (9),311 (6),379 (0),100 (10)
42,3,fish,pos,egg,neg,False,lobster,19.0,100 (10),112 (2),311 (6),210 (11),363 (4)
42,4,dinner,pos,fresh,pos,True,lobster,19.0,112 (2),311 (6),100 (10),210 (11),363 (4)
42,5,steamed,pos,steamed,pos,True,lobster,19.0,112 (2),100 (10),311 (6),202 (51),363 (4)
3187,1,quick,neg,curry,neg,True,thai,21.0,1 (0),0 (1),17 (2),2 (3),11 (4)
3187,2,yummy,neg,chair,neg,True,thai,21.0,0 (1),1 (0),17 (2),2 (3),11 (4)
3187,3,downtown,neg,expensive,neg,True,thai,21.0,0 (1),1 (0),17 (2),2 (3),11 (4)
3187,4,busy,neg,fry,neg,True,thai,21.0,0 (1),1 (0),17 (2),2 (3),11 (4)
3187,5,reasonable,neg,patty,neg,True,thai,21.0,1 (0),0 (1),17 (2),11 (4),2 (3)
60,1,meat,pos,lunch,neg,False,burger,48.0,189 (0),62 (1),35 (2),756 (3),176 (4)
60,2,bun,pos,brunch,neg,False,burger,48.0,35 (2),756 (3),498 (6),62 (1),69 (8)
60,3,fried,pos,soup,neg,False,burger,48.0,35 (2),756 (3),498 (6),69 (8),189 (0)
60,4,dark,neg,dark,neg,True,burger,48.0,35 (2),756 (3),189 (0),498 (6),62 (1)
60,5,greasy,neg,greasy,neg,True,burger,48.0,62 (1),35 (2),498 (6),189 (0),69 (8)
1149,1,quick,neg,curry,neg,True,thai,272.0,40 (0),304 (1),90 (2),457 (3),74 (4)
1149,2,green tea,neg,sesame,neg,True,sashimi,272.0,40 (0),304 (1),83 (5),74 (4),90 (2)
1149,3,pork,neg,spicy,neg,True,chicken,272.0,40 (0),0 (8),83 (5),328 (15),210 (14)
1149,4,casual,neg,solid,neg,True,thai,272.0,40 (0),0 (8),83 (5),58 (48),10 (44)
1149,5,coconut,neg,vegan,neg,True,thai,272.0,40 (0),0 (8),83 (5),58 (48),10 (44)
3917,1,quick,neg,curry,neg,True,thai,32.0,6 (0),0 (1),5 (2),4 (3),11 (4)
3917,2,yummy,neg,chair,neg,True,thai,32.0,0 (1),5 (2),6 (0),4 (3),11 (4)
3917,3,downtown,neg,expensive,neg,True,thai,32.0,0 (1),5 (2),6 (0),4 (3),11 (4)
3917,4,busy,pos,fry,neg,False,thai,32.0,0 (1),5 (2),4 (3),6 (0),11 (4)
3917,5,reasonable,neg,patty,neg,True,thai,32.0,4 (3),5 (2),0 (1),33 (7),20 (12)
6442,1,quick,neg,curry,neg,True,thai,207.0,0 (0),1 (1),4 (2),22 (3),38 (4)
6442,2,yummy,neg,chair,neg,True,thai,207.0,0 (0),1 (1),4 (2),38 (4),22 (3)
6442,3,downtown,neg,expensive,neg,True,thai,207.0,0 (0),1 (1),4 (2),38 (4),22 (3)
6442,4,busy,neg,fry,neg,True,thai,207.0,0 (0),1 (1),4 (2),38 (4),22 (3)
6442,5,reasonable,neg,patty,neg,True,thai,207.0,0 (0),1 (1),4 (2),38 (4),5 (5)
3152,1,downtown,neg,expensive,neg,True,noodle,359.0,359 (0),77 (1),40 (2),82 (3),90 (4)
3152,2,pork,pos,spicy,neg,False,noodle,359.0,82 (3),285 (5),342 (27),77 (1),84 (6)
3152,3,quick,neg,curry,neg,True,noodle,359.0,285 (5),117 (19),342 (27),109 (26),301 (64)
3152,4,chip,neg,taco,neg,True,fish,359.0,117 (19),65 (38),70 (12),342 (27),301 (64)
3152,5,soup,pos,fried,neg,False,noodle,359.0,117 (19),70 (12),65 (38),342 (27),173 (24)
140,1,vegan,neg,bakery,neg,True,crepe,116.0,275 (0),348 (1),27 (2),271 (3),435 (4)
140,2,banana,neg,strawberry,neg,True,crepe,116.0,275 (0),348 (1),27 (2),271 (3),454 (10)
140,3,japanese,neg,sashimi,neg,True,crepe,116.0,275 (0),348 (1),401 (11),58 (9),15 (7)
140,4,cake,neg,chocolate,neg,True,crepe,116.0,275 (0),348 (1),435 (4),189 (14),111 (20)
140,5,juice,pos,bar,neg,False,crepe,116.0,275 (0),348 (1),189 (14),435 (4),62 (21)
4880,1,noodle,neg,pork,neg,True,chicken,169.0,1 (0),2 (1),6 (2),73 (3),9 (4)
4880,2,crispy,pos,fast,neg,False,chicken,169.0,1 (0),6 (2),2 (1),73 (3),4 (5)
4880,3,lunch,neg,beef,neg,True,chicken,169.0,1 (0),6 (2),2 (1),73 (3),12 (6)
4880,4,friendly,neg,alcoholic beverage,neg,True,chicken,169.0,1 (0),6 (2),2 (1),73 (3),12 (6)
4880,5,wait,pos,dinner,neg,False,chicken,169.0,1 (0),6 (2),2 (1),73 (3),12 (6)
989,1,beef,pos,salad,neg,False,corn,32.0,39 (0),143 (1),70 (2),82 (3),379 (4)
989,2,lettuce,neg,tax,neg,True,corn,32.0,39 (0),143 (1),70 (2),153 (9),400 (8)
989,3,deep fried,pos,booth,neg,False,corn,32.0,39 (0),143 (1),70 (2),153 (9),400 (8)
989,4,baked,pos,steak,neg,False,corn,32.0,39 (0),143 (1),400 (8),153 (9),793 (16)
989,5,tempura,pos,tempura,pos,True,corn,32.0,39 (0),143 (1),400 (8),153 (9),793 (16)
164,1,chicken,pos,friendly,neg,False,curry,161.0,226 (0),215 (1),205 (2),315 (3),301 (4)
164,2,fluffy,neg,bakery,neg,True,cheese,161.0,457 (8),226 (0),339 (6),552 (7),1020 (12)
164,3,pizza,neg,bread,neg,True,cheese,161.0,457 (8),226 (0),339 (6),1020 (12),215 (1)
164,4,store,neg,ice cream,neg,True,cheese,161.0,457 (8),226 (0),1020 (12),339 (6),1469 (20)
164,5,cheesecake,neg,milk tea,neg,True,cheese,161.0,457 (8),226 (0),1469 (20),1020 (12),858 (22)
969,1,yummy,neg,chair,neg,True,shrimp,153.0,445 (0),35 (1),427 (2),957 (3),64 (4)
969,2,seafood,pos,shrimp,pos,True,shrimp,153.0,445 (0),35 (1),427 (2),957 (3),64 (4)
969,3,beef,pos,salad,neg,False,noodle,153.0,20 (5),350 (13),427 (2),445 (0),650 (11)
969,4,ramen,neg,sashimi,neg,True,noodle,153.0,20 (5),350 (13),100 (67),226 (23),98 (10)
969,5,egg,neg,dessert,neg,True,soup,153.0,650 (11),59 (21),35 (1),957 (3),31 (6)
365,1,fast,neg,quick,neg,True,pizza,26.0,752 (0),22 (1),562 (2),185 (3),172 (4)
365,2,juicy,neg,bun,neg,True,poutine,26.0,752 (0),22 (1),528 (6),172 (4),562 (2)
365,3,wine,neg,tomato,neg,True,pizza,26.0,752 (0),22 (1),1101 (7),562 (2),2227 (9)
365,4,italian,neg,pasta,neg,True,pizza,26.0,752 (0),22 (1),1101 (7),562 (2),528 (6)
365,5,crust,neg,crust,neg,True,pizza,26.0,752 (0),22 (1),528 (6),562 (2),172 (4)
1618,1,mango,pos,matcha,neg,False,gelato,31.0,288 (0),32 (1),459 (2),224 (3),268 (4)
1618,2,vietnamese,pos,pork,neg,False,gelato,31.0,32 (1),288 (0),459 (2),268 (4),224 (3)
1618,3,green tea,pos,sesame,pos,True,gelato,31.0,268 (4),288 (0),32 (1),114 (6),459 (2)
1618,4,creamy,pos,cone,neg,False,gelato,31.0,268 (4),288 (0),32 (1),114 (6),459 (2)
1618,5,milk,pos,milk,pos,True,gelato,31.0,268 (4),32 (1),288 (0),114 (6),27 (14)
2415,1,wait,pos,dinner,neg,False,sausage,12.0,7 (0),5 (1),0 (2),33 (3),3 (4)
2415,2,beer,pos,potato,neg,False,sausage,12.0,5 (1),7 (0),33 (3),3 (4),0 (2)
2415,3,meat,pos,lunch,neg,False,sausage,12.0,7 (0),5 (1),33 (3),3 (4),0 (2)
2415,4,bun,pos,bun,pos,True,sausage,12.0,5 (1),3 (4),33 (3),7 (0),0 (2)
2415,5,busy,pos,busy,pos,True,sausage,12.0,5 (1),3 (4),33 (3),7 (0),0 (2)
1148,1,beef,neg,salad,neg,True,wait,359.0,180 (0),125 (1),15 (2),0 (3),1264 (4)
1148,2,quick,neg,curry,neg,True,thai,359.0,180 (0),125 (1),15 (2),1264 (4),96 (5)
1148,3,busy,neg,fry,neg,True,thai,359.0,180 (0),125 (1),15 (2),1109 (8),1264 (4)
1148,4,casual,neg,solid,neg,True,thai,359.0,180 (0),1109 (8),125 (1),15 (2),1264 (4)
1148,5,coconut,neg,vegan,neg,True,thai,359.0,180 (0),1109 (8),125 (1),15 (2),1264 (4)
540,1,downtown,neg,expensive,neg,True,noodle,153.0,355 (0),379 (1),365 (2),96 (3),761 (4)
540,2,pork,neg,spicy,neg,True,noodle,153.0,761 (4),379 (1),355 (0),260 (5),365 (2)
540,3,quick,pos,curry,neg,False,noodle,153.0,379 (1),583 (48),761 (4),355 (0),77 (9)
540,4,curry,neg,fish,pos,False,shrimp,153.0,153 (131),354 (82),1153 (29),4 (76),436 (139)
540,5,thai,neg,fast,pos,False,shrimp,153.0,1153 (29),4 (76),153 (131),761 (4),159 (13)
1092,1,quick,pos,curry,neg,False,ramen,8.0,260 (0),20 (1),351 (2),375 (3),39 (4)
1092,2,salt,pos,tax,neg,False,ramen,8.0,375 (3),4 (11),20 (1),311 (6),307 (8)
1092,3,soup,pos,fried,neg,False,ramen,8.0,375 (3),51 (17),8 (41),4 (11),600 (27)
1092,4,spicy,pos,spicy,pos,True,ramen,8.0,375 (3),51 (17),8 (41),4 (11),311 (6)
1092,5,belly,neg,belly,neg,True,ramen,8.0,311 (6),375 (3),51 (17),8 (41),4 (11)
474,1,meat,pos,lunch,neg,False,burger,49.0,372 (0),31 (1),637 (2),27 (3),74 (4)
474,2,bun,pos,brunch,neg,False,burger,49.0,117 (9),143 (8),27 (3),372 (0),637 (2)
474,3,fried,pos,soup,neg,False,burger,49.0,143 (8),372 (0),27 (3),117 (9),35 (22)
474,4,dark,pos,dark,pos,True,burger,49.0,109 (41),372 (0),27 (3),161 (16),117 (9)
474,5,greasy,neg,greasy,neg,True,burger,49.0,49 (92),372 (0),109 (41),637 (2),27 (3)
948,1,juicy,neg,bun,neg,True,poutine,26.0,33 (0),0 (1),78 (2),64 (3),10 (4)
948,2,duck,pos,fish,neg,False,poutine,26.0,33 (0),0 (1),78 (2),64 (3),10 (4)
948,3,chip,neg,taco,neg,True,poutine,26.0,78 (2),33 (0),472 (30),10 (4),0 (1)
948,4,italian,neg,pasta,neg,True,pizza,26.0,78 (2),10 (4),45 (6),0 (1),55 (28)
948,5,fast,neg,quick,neg,True,pizza,26.0,78 (2),55 (28),467 (233),45 (6),10 (4)
5864,1,quick,neg,curry,neg,True,thai,396.0,0 (0),17 (1),9 (2),1 (3),31 (4)
5864,2,yummy,neg,chair,neg,True,thai,396.0,0 (0),9 (2),17 (1),31 (4),1 (3)
5864,3,downtown,neg,expensive,neg,True,thai,396.0,0 (0),9 (2),17 (1),31 (4),1 (3)
5864,4,busy,neg,fry,neg,True,thai,396.0,0 (0),9 (2),17 (1),31 (4),1 (3)
5864,5,reasonable,neg,patty,neg,True,thai,396.0,0 (0),9 (2),31 (4),1 (3),17 (1)
278,1,pasta,neg,pizza,neg,True,cheesecake,238.0,1153 (0),454 (1),131 (2),1408 (3),364 (4)
278,2,cheese,pos,beef,neg,False,cheesecake,238.0,1153 (0),454 (1),131 (2),364 (4),464 (12)
278,3,wait,neg,dinner,neg,True,cheesecake,238.0,858 (23),1153 (0),1408 (3),131 (2),295 (76)
278,4,mall,neg,sour,neg,True,cheesecake,238.0,858 (23),1408 (3),1153 (0),131 (2),524 (22)
278,5,store,neg,ice cream,neg,True,cheesecake,238.0,1153 (0),858 (23),1408 (3),216 (20),86 (43)
172,1,mayo,neg,plaza,neg,True,fry,56.0,374 (0),179 (1),480 (2),19 (3),218 (4)
172,2,pork belly,neg,fried,neg,True,fry,56.0,374 (0),179 (1),480 (2),37 (15),185 (9)
172,3,sausage,neg,bacon,neg,True,fry,56.0,374 (0),480 (2),218 (4),179 (1),185 (9)
172,4,burger,neg,coffee,neg,True,fry,56.0,374 (0),480 (2),218 (4),179 (1),185 (9)
172,5,belly,neg,belly,neg,True,fry,56.0,374 (0),480 (2),179 (1),218 (4),185 (9)
6326,1,steamed,pos,chinese,neg,False,pork,3.0,0 (0),1 (1),4 (2),14 (3),3 (4)
6326,2,mayo,pos,plaza,neg,False,fry,3.0,0 (0),1 (1),3 (4),2 (5),69 (88)
6326,3,sausage,neg,bacon,neg,True,fry,3.0,0 (0),3 (4),1 (1),2 (5),69 (88)
6326,4,burger,neg,coffee,neg,True,fry,3.0,0 (0),3 (4),1 (1),2 (5),14 (3)
6326,5,juicy,neg,bun,pos,False,fry,3.0,0 (0),2 (5),3 (4),1 (1),4 (2)
327,1,pasta,neg,pizza,neg,True,cheesecake,470.0,84 (0),117 (1),315 (2),74 (3),15 (4)
327,2,cheese,pos,beef,neg,False,cheesecake,470.0,84 (0),315 (2),226 (5),74 (3),117 (1)
327,3,wait,neg,dinner,neg,True,cheesecake,470.0,226 (5),32 (14),74 (3),2029 (16),117 (1)
327,4,mall,neg,sour,neg,True,cheesecake,470.0,226 (5),74 (3),2029 (16),32 (14),84 (0)
327,5,store,neg,ice cream,neg,True,cheesecake,470.0,226 (5),74 (3),32 (14),2029 (16),84 (0)
898,1,oyster,neg,lobster,neg,True,fresh,374.0,601 (0),114 (1),109 (2),380 (3),19 (4)
898,2,beef,neg,salad,pos,False,wait,374.0,601 (0),109 (2),1839 (25),553 (6),3 (16)
898,3,sour,neg,gravy,neg,True,taco,374.0,601 (0),1839 (25),12 (7),7 (12),3 (16)
898,4,fish,pos,egg,neg,False,taco,374.0,601 (0),12 (7),174 (27),7 (12),1839 (25)
898,5,japanese,neg,sashimi,neg,True,salmon,374.0,553 (6),601 (0),112 (30),380 (3),12 (7)
6855,1,quick,pos,curry,neg,False,thai,33.0,0 (0),1 (1),2 (2),4 (3),6 (4)
6855,2,casual,neg,solid,neg,True,thai,33.0,0 (0),2 (2),1 (1),4 (3),6 (4)
6855,3,yummy,neg,chair,neg,True,thai,33.0,0 (0),2 (2),1 (1),4 (3),6 (4)
6855,4,reasonable,neg,patty,neg,True,thai,33.0,0 (0),2 (2),1 (1),4 (3),6 (4)
6855,5,downtown,neg,expensive,neg,True,thai,33.0,0 (0),2 (2),1 (1),4 (3),6 (4)
51,1,noodle,neg,pork,pos,False,pork bone soup,143.0,674 (0),27 (1),100 (2),143 (3),120 (4)
51,2,ramen,neg,sashimi,neg,True,soup,143.0,674 (0),91 (5),27 (1),230 (16),100 (2)
51,3,spicy,pos,soup,pos,True,pork,143.0,91 (5),239 (22),230 (16),62 (28),674 (0)
51,4,kimchi,neg,kimchi,neg,True,pork,143.0,674 (0),100 (2),27 (1),37 (12),230 (16)
51,5,pork belly,neg,fried,neg,True,pork,143.0,674 (0),37 (12),27 (1),230 (16),143 (3)
1736,1,quick,neg,curry,neg,True,tofu,89.0,196 (0),8 (1),1 (2),3 (3),9 (4)
1736,2,beef,pos,salad,neg,False,tofu,89.0,196 (0),3 (3),9 (4),31 (5),1 (2)
1736,3,soup,pos,fried,neg,False,ramen,89.0,109 (10),196 (0),89 (14),8 (1),31 (5)
1736,4,thai,neg,fast,neg,True,tofu,89.0,109 (10),196 (0),89 (14),8 (1),31 (5)
1736,5,quick,neg,bean,pos,False,tofu,89.0,109 (10),89 (14),79 (13),196 (0),8 (1)
5145,1,downtown,neg,expensive,neg,True,noodle,62.0,2 (0),3 (1),1 (2),33 (3),9 (4)
5145,2,pork,neg,spicy,neg,True,noodle,62.0,3 (1),1 (2),2 (0),33 (3),9 (4)
5145,3,curry,neg,fish,neg,True,chicken,62.0,1 (2),3 (1),33 (3),2 (0),7 (5)
5145,4,crispy,neg,fast,neg,True,chicken,62.0,1 (2),3 (1),2 (0),33 (3),13 (13)
5145,5,friendly,neg,alcoholic beverage,neg,True,chicken,62.0,1 (2),3 (1),13 (13),2 (0),7 (5)
4594,1,quick,neg,curry,neg,True,tofu,50.0,0 (0),2 (1),13 (2),3 (3),11 (4)
4594,2,beef,pos,salad,neg,False,tofu,50.0,0 (0),13 (2),2 (1),3 (3),11 (4)
4594,3,coconut,neg,vegan,neg,True,tofu,50.0,0 (0),31 (11),11 (4),2 (1),3 (3)
4594,4,thai,neg,fast,neg,True,tofu,50.0,0 (0),11 (4),31 (11),2 (1),4 (5)
4594,5,kimchi,pos,noodle,neg,False,tofu,50.0,0 (0),31 (11),2 (1),8 (12),13 (2)
4678,1,quick,pos,curry,pos,True,thai,0.0,0 (0),2 (1),5 (2),1 (3),8 (4)
4678,2,yummy,pos,chair,neg,False,thai,0.0,0 (0),2 (1),5 (2),1 (3),8 (4)
4678,3,wait,pos,dinner,pos,True,thai,0.0,0 (0),2 (1),5 (2),1 (3),44 (14)
4678,4,downtown,pos,expensive,neg,False,thai,0.0,0 (0),2 (1),5 (2),21 (7),1 (3)
4678,5,busy,pos,fry,neg,False,thai,0.0,0 (0),2 (1),5 (2),21 (7),1 (3)
4103,1,quick,neg,curry,neg,True,thai,143.0,0 (0),10 (1),1 (2),2 (3),3 (4)
4103,2,yummy,neg,chair,neg,True,thai,143.0,0 (0),10 (1),1 (2),2 (3),3 (4)
4103,3,downtown,neg,expensive,neg,True,thai,143.0,0 (0),10 (1),1 (2),2 (3),3 (4)
4103,4,busy,pos,fry,neg,False,thai,143.0,0 (0),10 (1),1 (2),2 (3),3 (4)
4103,5,fried chicken,neg,rib,neg,True,chicken,143.0,10 (1),0 (0),22 (5),3 (4),193 (24)
975,1,quick,neg,curry,pos,False,thai,44.0,191 (0),27 (1),20 (2),82 (3),354 (4)
975,2,casual,neg,solid,neg,True,thai,44.0,191 (0),27 (1),82 (3),285 (5),20 (2)
975,3,yummy,neg,chair,neg,True,thai,44.0,191 (0),27 (1),82 (3),285 (5),20 (2)
975,4,reasonable,neg,patty,neg,True,thai,44.0,191 (0),27 (1),82 (3),285 (5),20 (2)
975,5,downtown,neg,expensive,neg,True,thai,44.0,191 (0),82 (3),318 (9),27 (1),285 (5)
475,1,north york,neg,greasy,neg,True,wrap,121.0,276 (0),373 (1),51 (2),13 (3),768 (4)
475,2,corn,pos,taco,neg,False,wrap,121.0,276 (0),51 (2),196 (6),373 (1),9 (17)
475,3,busy,neg,fry,neg,True,wrap,121.0,60 (24),51 (2),7 (33),247 (5),9 (17)
475,4,lunch,pos,beef,neg,False,wrap,121.0,51 (2),9 (17),247 (5),60 (24),7 (33)
475,5,pork bone soup,neg,traditional,neg,True,wrap,121.0,51 (2),11 (26),9 (17),34 (54),7 (33)
449,1,wait,pos,dinner,neg,False,sausage,12.0,126 (0),11 (1),155 (2),281 (3),124 (4)
449,2,beer,pos,potato,neg,False,sausage,12.0,11 (1),281 (3),126 (0),155 (2),34 (40)
449,3,meat,pos,lunch,neg,False,sausage,12.0,11 (1),281 (3),126 (0),155 (2),25 (7)
449,4,bun,pos,bun,pos,True,sausage,12.0,281 (3),11 (1),126 (0),154 (52),25 (7)
449,5,busy,pos,busy,pos,True,sausage,12.0,281 (3),11 (1),154 (52),50 (6),12 (8)
1950,1,north york,neg,greasy,neg,True,wrap,121.0,0 (0),448 (1),1 (2),37 (3),28 (4)
1950,2,corn,pos,taco,neg,False,wrap,121.0,0 (0),1 (2),28 (4),37 (3),448 (1)
1950,3,busy,neg,fry,neg,True,wrap,121.0,0 (0),88 (5),5 (10),10 (6),7 (18)
1950,4,lunch,pos,beef,neg,False,wrap,121.0,0 (0),206 (25),121 (39),88 (5),5 (10)
1950,5,pork bone soup,neg,traditional,neg,True,wrap,121.0,11 (9),37 (3),9 (11),185 (7),126 (30)
2932,1,quick,pos,curry,pos,True,thai,0.0,41 (0),232 (1),0 (2),5 (3),2 (4)
2932,2,yummy,pos,chair,neg,False,thai,0.0,41 (0),44 (32),2 (4),1 (6),5 (3)
2932,3,wait,pos,dinner,pos,True,thai,0.0,0 (2),41 (0),44 (32),340 (7),1 (6)
2932,4,downtown,pos,expensive,neg,False,thai,0.0,41 (0),340 (7),0 (2),44 (32),1351 (197)
2932,5,busy,pos,fry,neg,False,thai,0.0,44 (32),0 (2),41 (0),2 (4),5 (3)
2961,1,quick,pos,curry,neg,False,thai,35.0,0 (0),964 (1),102 (2),5 (3),23 (4)
2961,2,casual,neg,solid,neg,True,thai,35.0,0 (0),5 (3),8 (9),102 (2),2 (12)
2961,3,yummy,neg,chair,neg,True,thai,35.0,0 (0),5 (3),8 (9),102 (2),2 (12)
2961,4,reasonable,neg,patty,neg,True,thai,35.0,0 (0),5 (3),8 (9),102 (2),2 (12)
2961,5,juicy,neg,bun,pos,False,fry,35.0,0 (0),102 (2),8 (9),5 (3),59 (14)
1356,1,spicy,pos,soup,neg,False,taco,18.0,232 (0),730 (1),0 (2),4 (3),1 (4)
1356,2,octopus,neg,pizza,neg,True,taco,18.0,22 (6),232 (0),112 (8),4 (3),0 (2)
1356,3,sour,pos,gravy,neg,False,taco,18.0,22 (6),232 (0),112 (8),4 (3),102 (68)
1356,4,market,neg,espresso,neg,True,taco,18.0,92 (42),22 (6),18 (62),4 (3),232 (0)
1356,5,fish,pos,egg,neg,False,taco,18.0,92 (42),22 (6),18 (62),4 (3),232 (0)
1081,1,salmon,pos,sushi,pos,True,buffet,84.0,198 (0),202 (1),682 (2),89 (3),20 (4)
1081,2,fresh,pos,chicken,pos,True,buffet,84.0,198 (0),202 (1),682 (2),351 (8),89 (3)
1081,3,sashimi,pos,salmon,pos,True,buffet,84.0,161 (9),202 (1),117 (24),90 (7),198 (0)
1081,4,dinner,pos,fresh,pos,True,buffet,84.0,161 (9),202 (1),198 (0),117 (24),79 (5)
1081,5,indian,neg,lamb,neg,True,buffet,84.0,202 (1),161 (9),90 (7),20 (4),79 (5)
408,1,soup,neg,fried,pos,False,dim sum,39.0,15 (0),474 (1),117 (2),27 (3),58 (4)
408,2,shrimp,pos,curry,neg,False,dim sum,39.0,15 (0),58 (4),474 (1),91 (16),25 (17)
408,3,fast,neg,quick,neg,True,dim sum,39.0,117 (2),55 (77),474 (1),15 (0),159 (11)
