user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase,item_id
7487,4,dvd,pos,dvd,pos,True,sci-fi,8.0
7487,5,future,neg,future,neg,True,sci-fi,8.0
3160,1,true story,pos,true story,pos,True,oscar (best picture),107.0
3160,2,mental illness,neg,mental illness,neg,True,oscar (best picture),107.0
3160,3,world war ii,neg,world war ii,neg,True,oscar (best picture),107.0
3160,4,organized crime,neg,organized crime,neg,True,oscar (best picture),107.0
3160,5,dvd,neg,dvd,neg,True,oscar (best picture),107.0
6122,1,dvd,pos,dvd,pos,True,quirky,19.0
6122,2,dark comedy,pos,dark comedy,pos,True,quirky,19.0
6122,3,seen more than once,neg,seen more than once,neg,True,quirky,19.0
6122,4,crime,pos,crime,pos,True,quirky,19.0
6122,5,memory,neg,memory,neg,True,quirky,19.0
5868,1,aliens,neg,aliens,neg,True,sci-fi,22.0
5868,2,action,pos,action,pos,True,sci-fi,22.0
5868,3,robots,neg,robots,neg,True,sci-fi,22.0
5868,4,dvd,pos,dvd,pos,True,sci-fi,22.0
5868,5,future,neg,future,neg,True,sci-fi,22.0
2340,1,interesting,neg,interesting,neg,True,harrison ford,6.0
2340,2,action,pos,action,pos,True,harrison ford,6.0
2340,3,sequel,neg,sequel,neg,True,harrison ford,6.0
2340,4,great soundtrack,neg,great soundtrack,neg,True,harrison ford,6.0
2340,5,steven spielberg,neg,steven spielberg,neg,True,harrison ford,6.0
2295,1,espionage,neg,espionage,neg,True,hitchcock,218.0
2295,2,murder,neg,murder,neg,True,hitchcock,218.0
2295,3,horror,neg,horror,neg,True,hitchcock,218.0
2295,4,mystery,pos,mystery,pos,True,hitchcock,218.0
2295,5,seen more than once,neg,seen more than once,neg,True,hitchcock,218.0
747,1,interesting,neg,interesting,neg,True,harrison ford,6.0
747,2,action,pos,action,pos,True,harrison ford,6.0
747,3,sequel,neg,sequel,neg,True,harrison ford,6.0
747,4,great soundtrack,neg,great soundtrack,neg,True,harrison ford,6.0
747,5,steven spielberg,neg,steven spielberg,neg,True,harrison ford,6.0
7860,1,dvd,pos,dvd,pos,True,quirky,19.0
7860,2,dark comedy,pos,dark comedy,pos,True,quirky,19.0
7860,3,seen more than once,neg,seen more than once,neg,True,quirky,19.0
7860,4,crime,pos,crime,pos,True,quirky,19.0
7860,5,memory,neg,memory,neg,True,quirky,19.0
3345,1,love,neg,love,neg,True,religion,140.0
3345,2,high school,neg,high school,neg,True,slow,140.0
3345,3,surreal,neg,surreal,neg,True,dystopia,140.0
3345,4,harrison ford,neg,harrison ford,neg,True,sci-fi,140.0
3345,5,aliens,pos,aliens,pos,True,sci-fi,140.0
2601,1,morgan freeman,neg,morgan freeman,neg,True,drama,71.0
2601,2,overrated,neg,overrated,neg,True,seen more than once,71.0
2601,3,drama,pos,drama,pos,True,seen more than once,71.0
2601,4,classic,neg,classic,neg,True,seen more than once,71.0
2601,5,surreal,neg,surreal,neg,True,seen more than once,71.0
5699,1,sequel,neg,sequel,neg,True,los angeles,242.0
5699,2,new york city,neg,new york city,neg,True,los angeles,242.0
5699,3,satire,neg,satire,neg,True,los angeles,242.0
5699,4,classic,pos,classic,pos,True,los angeles,242.0
5699,5,based on a book,neg,based on a book,neg,True,los angeles,242.0
6567,1,satire,neg,satire,neg,True,animation,176.0
6567,2,family,neg,family,neg,True,animation,176.0
6567,3,comedy,neg,comedy,neg,True,animation,176.0
6567,4,fun,neg,fun,neg,True,animation,176.0
6567,5,seen more than once,neg,seen more than once,neg,True,animation,176.0
1547,1,true story,neg,true story,neg,True,oscar (best picture),222.0
1547,2,mental illness,neg,mental illness,neg,True,oscar (best picture),222.0
1547,3,world war ii,neg,world war ii,neg,True,oscar (best picture),222.0
1547,4,organized crime,neg,organized crime,neg,True,oscar (best picture),222.0
1547,5,dvd,neg,dvd,neg,True,oscar (best picture),222.0
4883,1,film noir,neg,film noir,neg,True,comic book,544.0
4883,2,revenge,pos,revenge,pos,True,comic book,544.0
4883,3,terrorism,pos,terrorism,pos,True,comic book,544.0
4883,4,dark,neg,dark,neg,True,comic book,544.0
4883,5,dystopia,pos,dystopia,pos,True,comic book,544.0
4425,1,war,neg,war,neg,True,classic,67.0
4425,2,organized crime,neg,organized crime,neg,True,classic,67.0
4425,3,morgan freeman,neg,morgan freeman,neg,True,classic,67.0
4425,4,dvd,neg,dvd,neg,True,classic,67.0
4425,5,seen more than once,pos,seen more than once,pos,True,classic,67.0
4994,1,mystery,neg,mystery,neg,True,clint eastwood,678.0
4994,2,hilarious,neg,hilarious,neg,True,boxing,678.0
4994,3,los angeles,pos,los angeles,pos,True,boxing,678.0
4994,4,predictable,pos,predictable,pos,True,clint eastwood,678.0
4994,5,morgan freeman,pos,morgan freeman,pos,True,clint eastwood,678.0
5592,1,film noir,neg,film noir,neg,True,comic book,10.0
5592,2,revenge,pos,revenge,pos,True,comic book,10.0
5592,3,terrorism,neg,terrorism,neg,True,comic book,10.0
5592,4,dark,neg,dark,neg,True,comic book,10.0
5592,5,dystopia,neg,dystopia,neg,True,comic book,10.0
7659,1,organized crime,neg,organized crime,neg,True,dark comedy,188.0
7659,2,samuel l jackson,neg,samuel l jackson,neg,True,dark comedy,188.0
7659,3,dvd,pos,dvd,pos,True,dark comedy,188.0
7659,4,classic,pos,classic,pos,True,dark comedy,188.0
7659,5,interesting,neg,interesting,neg,True,dark comedy,188.0
1718,1,war,neg,war,neg,True,classic,409.0
1718,2,organized crime,neg,organized crime,neg,True,classic,409.0
1718,3,morgan freeman,neg,morgan freeman,neg,True,classic,409.0
1718,4,dvd,neg,dvd,neg,True,classic,409.0
1718,5,seen more than once,neg,seen more than once,neg,True,classic,409.0
6030,1,nazis,neg,nazis,neg,True,prison,4.0
6030,2,classic,pos,classic,pos,True,prison,4.0
6030,3,revenge,pos,revenge,pos,True,prison,4.0
6030,4,seen more than once,pos,seen more than once,pos,True,prison,4.0
6030,5,drama,pos,drama,pos,True,prison,4.0
6256,1,slow,pos,slow,pos,True,high school,898.0
6256,2,seen more than once,neg,seen more than once,neg,True,high school,898.0
6256,3,dark comedy,neg,dark comedy,neg,True,high school,898.0
6256,4,robin williams,neg,robin williams,neg,True,high school,898.0
6256,5,hilarious,neg,hilarious,neg,True,high school,898.0
725,1,crime,neg,crime,neg,True,great soundtrack,530.0
725,2,black and white,pos,black and white,pos,True,great soundtrack,530.0
725,3,violent,neg,violent,neg,True,great soundtrack,530.0
725,4,future,neg,future,neg,True,great soundtrack,530.0
725,5,drugs,neg,drugs,neg,True,great soundtrack,530.0
258,1,war,pos,war,pos,True,classic,105.0
258,2,organized crime,neg,organized crime,neg,True,classic,105.0
258,3,morgan freeman,neg,morgan freeman,neg,True,classic,105.0
258,4,dvd,neg,dvd,neg,True,classic,105.0
258,5,seen more than once,neg,seen more than once,neg,True,classic,105.0
6812,1,family,neg,family,neg,True,espionage,247.0
6812,2,murder,neg,murder,neg,True,espionage,247.0
6812,3,memory,pos,memory,pos,True,espionage,247.0
6812,4,007,neg,007,neg,True,espionage,247.0
6812,5,brad pitt,neg,brad pitt,neg,True,espionage,247.0
5578,1,war,neg,war,neg,True,action,180.0
5578,2,dvd,neg,dvd,neg,True,action,180.0
5578,3,aliens,neg,aliens,neg,True,action,180.0
5578,4,superhero,neg,superhero,neg,True,action,180.0
5578,5,dark,neg,dark,neg,True,action,180.0
1410,1,drama,neg,drama,neg,True,steven spielberg,59.0
1410,2,war,neg,war,neg,True,nazis,59.0
1410,3,adventure,pos,adventure,pos,True,harrison ford,59.0
1410,4,holocaust,neg,holocaust,neg,True,nazis,59.0
1410,5,harrison ford,pos,harrison ford,pos,True,nazis,59.0
1294,1,slow,pos,slow,pos,True,high school,898.0
1294,2,seen more than once,neg,seen more than once,neg,True,high school,898.0
1294,3,dark comedy,neg,dark comedy,neg,True,high school,898.0
1294,4,robin williams,neg,robin williams,neg,True,high school,898.0
1294,5,romance,neg,romance,neg,True,comedy,898.0
2305,1,sad,neg,sad,neg,True,history,306.0
2305,2,war,neg,war,neg,True,classic,306.0
2305,3,based on a book,neg,based on a book,neg,True,classic,306.0
2305,4,mafia,neg,mafia,neg,True,classic,306.0
2305,5,oscar (best picture),neg,oscar (best picture),neg,True,classic,306.0
3491,1,classic,neg,classic,neg,True,martin scorsese,189.0
3491,2,murder,neg,murder,neg,True,martin scorsese,189.0
3491,3,violent,pos,violent,pos,True,martin scorsese,189.0
3491,4,harrison ford,neg,harrison ford,neg,True,action,189.0
3491,5,martin scorsese,pos,martin scorsese,pos,True,mafia,189.0
5739,1,war,pos,war,pos,True,classic,105.0
5739,2,organized crime,neg,organized crime,neg,True,classic,105.0
5739,3,morgan freeman,neg,morgan freeman,neg,True,classic,105.0
5739,4,dvd,neg,dvd,neg,True,classic,105.0
5739,5,seen more than once,neg,seen more than once,neg,True,classic,105.0
6350,1,violent,neg,violent,neg,True,mafia,32.0
6350,2,new york city,pos,new york city,pos,True,mafia,32.0
6350,3,oscar (best actor),pos,oscar (best actor),pos,True,mafia,32.0
6350,4,family,pos,family,pos,True,mafia,32.0
6350,5,violence,neg,violence,neg,True,mafia,32.0
3624,1,heist,neg,heist,neg,True,racism,693.0
3624,2,prison,neg,prison,neg,True,racism,693.0
3624,3,crime,pos,crime,pos,True,racism,693.0
3624,4,nudity (topless),neg,nudity (topless),neg,True,racism,693.0
3624,5,oscar (best actor),neg,oscar (best actor),neg,True,racism,693.0
2592,1,war,neg,war,neg,True,classic,104.0
2592,2,organized crime,neg,organized crime,neg,True,classic,104.0
2592,3,morgan freeman,neg,morgan freeman,neg,True,classic,104.0
2592,4,dvd,neg,dvd,neg,True,classic,104.0
2592,5,seen more than once,neg,seen more than once,neg,True,classic,104.0
2763,1,war,neg,war,neg,True,action,102.0
2763,2,dvd,neg,dvd,neg,True,action,102.0
2763,3,aliens,neg,aliens,neg,True,action,102.0
2763,4,superhero,neg,superhero,neg,True,action,102.0
2763,5,dark,neg,dark,neg,True,action,102.0
3580,1,dark,neg,dark,neg,True,dystopia,123.0
3580,2,robots,neg,robots,neg,True,dystopia,123.0
3580,3,time travel,neg,time travel,neg,True,dystopia,123.0
3580,4,comic book,neg,comic book,neg,True,dystopia,123.0
3580,5,post-apocalyptic,neg,post-apocalyptic,neg,True,dystopia,123.0
1109,1,matt damon,neg,matt damon,neg,True,france,185.0
1109,2,girlie movie,neg,girlie movie,neg,True,paris,185.0
1109,3,coming of age,pos,coming of age,pos,True,paris,185.0
1109,4,cute,pos,cute,pos,True,france,185.0
1109,5,romance,pos,romance,pos,True,france,185.0
7150,1,sci-fi,neg,sci-fi,neg,True,seen more than once,53.0
7150,2,overrated,neg,overrated,neg,True,seen more than once,53.0
7150,3,drama,neg,drama,neg,True,seen more than once,53.0
7150,4,classic,neg,classic,neg,True,seen more than once,53.0
7150,5,surreal,neg,surreal,neg,True,seen more than once,53.0
1130,1,stephen king,neg,stephen king,neg,True,ghosts,72.0
1130,2,psychology,neg,psychology,neg,True,ghosts,72.0
1130,3,suspense,neg,suspense,neg,True,ghosts,72.0
1130,4,predictable,neg,predictable,neg,True,ghosts,72.0
1130,5,dvd,pos,dvd,pos,True,ghosts,72.0
2746,1,girlie movie,neg,girlie movie,neg,True,paris,1225.0
2746,2,love,neg,love,neg,True,paris,1225.0
2746,3,new york city,neg,new york city,neg,True,paris,1225.0
2746,4,quirky,neg,quirky,neg,True,paris,1225.0
2746,5,based on a true story,neg,based on a true story,neg,True,paris,1225.0
1402,1,war,pos,war,pos,True,classic,110.0
1402,2,organized crime,neg,organized crime,neg,True,classic,110.0
1402,3,morgan freeman,neg,morgan freeman,neg,True,classic,110.0
1402,4,dvd,pos,dvd,pos,True,classic,110.0
1402,5,seen more than once,pos,seen more than once,pos,True,classic,110.0
7956,1,tom hanks,pos,tom hanks,pos,True,world war ii,40.0
7956,2,nazis,neg,nazis,neg,True,world war ii,40.0
7956,3,history,pos,history,pos,True,world war ii,40.0
7956,4,true story,neg,true story,neg,True,world war ii,40.0
7956,5,oscar (best picture),neg,oscar (best picture),neg,True,world war ii,40.0
5323,1,spoof,neg,spoof,neg,True,super-hero,209.0
5323,2,action,neg,action,neg,True,superhero,209.0
5323,3,dvd,neg,dvd,neg,True,superhero,209.0
5323,4,sequel,neg,sequel,neg,True,superhero,209.0
5323,5,new york,neg,new york,neg,True,super-hero,209.0
3995,1,dark,pos,dark,pos,True,dystopia,305.0
3995,2,robots,neg,robots,neg,True,dystopia,305.0
3995,3,time travel,neg,time travel,neg,True,dystopia,305.0
3995,4,comic book,neg,comic book,neg,True,dystopia,305.0
3995,5,post-apocalyptic,neg,post-apocalyptic,neg,True,dystopia,305.0
1321,1,war,neg,war,neg,True,action,180.0
1321,2,dvd,neg,dvd,neg,True,action,180.0
1321,3,aliens,neg,aliens,neg,True,action,180.0
1321,4,superhero,neg,superhero,neg,True,action,180.0
1321,5,dark,neg,dark,neg,True,action,180.0
1598,1,stephen king,neg,stephen king,neg,True,ghosts,72.0
1598,2,psychology,neg,psychology,neg,True,ghosts,72.0
1598,3,suspense,neg,suspense,neg,True,ghosts,72.0
1598,4,predictable,neg,predictable,neg,True,ghosts,72.0
1598,5,dvd,pos,dvd,pos,True,ghosts,72.0
3145,1,quirky,neg,quirky,neg,True,time travel,52.0
3145,2,thriller,neg,thriller,neg,True,time travel,52.0
3145,3,post apocalyptic,neg,post apocalyptic,neg,True,time travel,52.0
3145,4,future,neg,future,neg,True,time travel,52.0
3145,5,dystopia,neg,dystopia,neg,True,time travel,52.0
5271,1,tom hanks,pos,tom hanks,pos,True,world war ii,40.0
5271,2,nazis,neg,nazis,neg,True,world war ii,40.0
5271,3,history,pos,history,pos,True,world war ii,40.0
5271,4,true story,neg,true story,neg,True,world war ii,40.0
5271,5,oscar (best picture),neg,oscar (best picture),neg,True,world war ii,40.0
5539,1,fun,neg,fun,neg,True,politics,1280.0
5539,2,revenge,neg,revenge,neg,True,politics,1280.0
5539,3,conspiracy,pos,conspiracy,pos,True,politics,1280.0
5539,4,true story,pos,true story,pos,True,politics,1280.0
5539,5,history,pos,history,pos,True,politics,1280.0
6424,1,quirky,neg,quirky,neg,True,time travel,48.0
6424,2,thriller,pos,thriller,pos,True,time travel,48.0
6424,3,post apocalyptic,neg,post apocalyptic,neg,True,time travel,48.0
6424,4,future,pos,future,pos,True,time travel,48.0
6424,5,dystopia,neg,dystopia,neg,True,time travel,48.0
6625,1,crime,pos,crime,pos,True,violence,91.0
6625,2,organized crime,pos,organized crime,pos,True,violence,91.0
6625,3,mafia,neg,mafia,neg,True,violence,91.0
6625,4,racism,neg,racism,neg,True,violence,91.0
6625,5,seen more than once,neg,seen more than once,neg,True,violence,91.0
5805,1,quirky,neg,quirky,neg,True,hilarious,57.0
5805,2,cute,neg,cute,neg,True,hilarious,57.0
5805,3,funny,pos,funny,pos,True,hilarious,57.0
5805,4,religion,pos,religion,pos,True,hilarious,57.0
5805,5,music,neg,music,neg,True,hilarious,57.0
131,1,suspense,neg,suspense,neg,True,crime,75.0
131,2,black comedy,neg,black comedy,neg,True,crime,75.0
131,3,dark comedy,neg,dark comedy,neg,True,crime,75.0
131,4,samuel l jackson,neg,samuel l jackson,neg,True,crime,75.0
131,5,police,neg,police,neg,True,crime,75.0
2723,1,dark,neg,dark,neg,True,dystopia,1205.0
2723,2,sequel,neg,sequel,neg,True,los angeles,1205.0
2723,3,overrated,pos,overrated,pos,True,los angeles,1205.0
2723,4,marvel,neg,marvel,neg,True,comic book,1205.0
2723,5,super-hero,neg,super-hero,neg,True,comic book,1205.0
6817,1,war,neg,war,neg,True,classic,147.0
6817,2,fantasy,neg,fantasy,neg,True,music,147.0
6817,3,drama,neg,drama,neg,True,music,147.0
6817,4,oscar (best actor),neg,oscar (best actor),neg,True,music,147.0
6817,5,biography,neg,biography,neg,True,music,147.0
4704,1,nudity (topless),neg,nudity (topless),neg,True,aliens,278.0
4704,2,sci-fi,pos,sci-fi,pos,True,aliens,278.0
4704,3,future,neg,future,neg,True,aliens,278.0
4704,4,cult film,neg,cult film,neg,True,aliens,278.0
4704,5,stupid,neg,stupid,neg,True,aliens,278.0
3986,1,children,neg,children,neg,True,johnny depp,832.0
3986,2,horror,neg,horror,neg,True,johnny depp,832.0
3986,3,predictable,neg,predictable,neg,True,johnny depp,832.0
3986,4,beautiful,neg,beautiful,neg,True,johnny depp,832.0
3986,5,suspense,neg,suspense,neg,True,johnny depp,832.0
7075,1,oscar (best picture),pos,oscar (best picture),pos,True,fantasy,112.0
7075,2,epic,pos,epic,pos,True,fantasy,112.0
7075,3,boring,pos,boring,pos,True,fantasy,112.0
7075,4,dvd,pos,dvd,pos,True,fantasy,112.0
7075,5,sequel,neg,sequel,neg,True,fantasy,112.0
5553,1,great soundtrack,neg,great soundtrack,neg,True,nonlinear,130.0
5553,2,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,130.0
5553,3,overrated,neg,overrated,neg,True,fantasy,130.0
5553,4,magic,neg,magic,neg,True,fantasy,130.0
5553,5,drama,neg,drama,neg,True,tom hanks,130.0
756,1,sci-fi,neg,sci-fi,neg,True,seen more than once,289.0
756,2,overrated,pos,overrated,pos,True,seen more than once,289.0
756,3,aliens,neg,aliens,neg,True,action,289.0
756,4,harrison ford,neg,harrison ford,neg,True,action,289.0
756,5,dvd,pos,dvd,pos,True,action,289.0
1904,1,war,pos,war,pos,True,classic,105.0
1904,2,organized crime,neg,organized crime,neg,True,classic,105.0
1904,3,morgan freeman,neg,morgan freeman,neg,True,classic,105.0
1904,4,dvd,neg,dvd,neg,True,classic,105.0
1904,5,seen more than once,neg,seen more than once,neg,True,classic,105.0
6260,1,organized crime,neg,organized crime,neg,True,british,707.0
6260,2,hilarious,neg,hilarious,neg,True,british,707.0
6260,3,girlie movie,neg,girlie movie,neg,True,british,707.0
6260,4,london,pos,london,pos,True,british,707.0
6260,5,violence,neg,violence,neg,True,british,707.0
4031,1,aliens,neg,aliens,neg,True,sci-fi,66.0
4031,2,action,pos,action,pos,True,sci-fi,66.0
4031,3,robots,pos,robots,pos,True,sci-fi,66.0
4031,4,dvd,pos,dvd,pos,True,sci-fi,66.0
4031,5,future,neg,future,neg,True,sci-fi,66.0
2706,1,memory,neg,memory,neg,True,matt damon,283.0
2706,2,boring,pos,boring,pos,True,matt damon,283.0
2706,3,based on a book,pos,based on a book,pos,True,matt damon,283.0
2706,4,murder,pos,murder,pos,True,matt damon,283.0
2706,5,brad pitt,neg,brad pitt,neg,True,matt damon,283.0
6541,1,war,neg,war,neg,True,classic,270.0
6541,2,organized crime,neg,organized crime,neg,True,classic,270.0
6541,3,morgan freeman,neg,morgan freeman,neg,True,classic,270.0
6541,4,dvd,neg,dvd,neg,True,classic,270.0
6541,5,seen more than once,pos,seen more than once,pos,True,classic,270.0
7934,1,future,neg,future,neg,True,space,9.0
7934,2,sequel,neg,sequel,neg,True,space,9.0
7934,3,robots,neg,robots,neg,True,space,9.0
7934,4,adventure,neg,adventure,neg,True,space,9.0
7934,5,action,neg,action,neg,True,space,9.0
4650,1,film noir,neg,film noir,neg,True,comic book,334.0
4650,2,revenge,neg,revenge,neg,True,comic book,334.0
4650,3,terrorism,neg,terrorism,neg,True,comic book,334.0
4650,4,dark,neg,dark,neg,True,comic book,334.0
4650,5,dystopia,neg,dystopia,neg,True,comic book,334.0
7637,1,england,neg,england,neg,True,parody,94.0
7637,2,comedy,neg,comedy,neg,True,parody,94.0
7637,3,underrated,neg,underrated,neg,True,parody,94.0
7637,4,funny,neg,funny,neg,True,parody,94.0
7637,5,cute,pos,cute,pos,True,parody,94.0
5652,1,aliens,neg,aliens,neg,True,sci-fi,8.0
5652,2,action,pos,action,pos,True,sci-fi,8.0
5652,3,robots,pos,robots,pos,True,sci-fi,8.0
5652,4,dvd,pos,dvd,pos,True,sci-fi,8.0
5652,5,future,neg,future,neg,True,sci-fi,8.0
860,1,sequel,neg,sequel,neg,True,robots,7.0
860,2,arnold schwarzenegger,pos,arnold schwarzenegger,pos,True,robots,7.0
860,3,post apocalyptic,neg,post apocalyptic,neg,True,time travel,7.0
860,4,dystopia,pos,dystopia,pos,True,robots,7.0
860,5,harrison ford,neg,harrison ford,neg,True,robots,7.0
3834,1,oscar (best picture),pos,oscar (best picture),pos,True,mel gibson,5.0
3834,2,overrated,pos,overrated,pos,True,mel gibson,5.0
3834,3,biography,pos,biography,pos,True,mel gibson,5.0
3834,4,history,pos,history,pos,True,mel gibson,5.0
3834,5,post apocalyptic,neg,post apocalyptic,neg,True,mel gibson,5.0
2347,1,bruce willis,neg,bruce willis,neg,True,samuel l jackson,0.0
2347,2,great movie,pos,great movie,pos,True,samuel l jackson,0.0
2347,3,comedy,pos,comedy,pos,True,samuel l jackson,0.0
2347,4,psychology,neg,psychology,neg,True,nonlinear,0.0
2347,5,great soundtrack,pos,great soundtrack,pos,True,samuel l jackson,0.0
28,1,war,neg,war,neg,True,action,289.0
28,2,dvd,pos,dvd,pos,True,action,289.0
28,3,aliens,neg,aliens,neg,True,action,289.0
28,4,superhero,neg,superhero,neg,True,action,289.0
28,5,dark,neg,dark,neg,True,action,289.0
4245,1,war,neg,war,neg,True,action,391.0
4245,2,coming of age,neg,coming of age,neg,True,romance,391.0
4245,3,dvd,neg,dvd,neg,True,tom hanks,391.0
4245,4,drama,neg,drama,neg,True,tom hanks,391.0
4245,5,historical,neg,historical,neg,True,tom hanks,391.0
5375,1,drama,pos,drama,pos,True,twist ending,34.0
5375,2,suspense,pos,suspense,pos,True,twist ending,34.0
5375,3,nonlinear,neg,nonlinear,neg,True,twist ending,34.0
5375,4,mystery,neg,mystery,neg,True,twist ending,34.0
5375,5,interesting,pos,interesting,pos,True,twist ending,34.0
5523,1,violent,neg,violent,neg,True,mafia,32.0
5523,2,new york city,pos,new york city,pos,True,mafia,32.0
5523,3,oscar (best actor),pos,oscar (best actor),pos,True,mafia,32.0
5523,4,family,pos,family,pos,True,mafia,32.0
5523,5,violence,neg,violence,neg,True,mafia,32.0
6087,1,love,neg,love,neg,True,girlie movie,49.0
6087,2,new york city,neg,new york city,neg,True,girlie movie,49.0
6087,3,overrated,neg,overrated,neg,True,drama,49.0
6087,4,fun,neg,fun,neg,True,chick flick,49.0
6087,5,stephen king,neg,stephen king,neg,True,ghosts,49.0
6953,1,violent,neg,violent,neg,True,mafia,32.0
6953,2,new york city,pos,new york city,pos,True,mafia,32.0
6953,3,oscar (best actor),pos,oscar (best actor),pos,True,mafia,32.0
6953,4,family,pos,family,pos,True,mafia,32.0
6953,5,violence,neg,violence,neg,True,mafia,32.0
6298,1,aliens,neg,aliens,neg,True,sci-fi,8.0
6298,2,action,pos,action,pos,True,sci-fi,8.0
6298,3,robots,pos,robots,pos,True,sci-fi,8.0
6298,4,dvd,pos,dvd,pos,True,sci-fi,8.0
6298,5,future,neg,future,neg,True,sci-fi,8.0
3727,1,aliens,neg,aliens,neg,True,sci-fi,23.0
3727,2,action,pos,action,pos,True,sci-fi,23.0
3727,3,robots,neg,robots,neg,True,sci-fi,23.0
3727,4,dvd,pos,dvd,pos,True,sci-fi,23.0
3727,5,future,neg,future,neg,True,sci-fi,23.0
7443,1,murder,neg,murder,neg,True,serial killer,24.0
7443,2,psychology,pos,psychology,pos,True,serial killer,24.0
7443,3,disturbing,pos,disturbing,pos,True,serial killer,24.0
7443,4,thriller,pos,thriller,pos,True,serial killer,24.0
7443,5,police,pos,police,pos,True,serial killer,24.0
7191,1,true story,pos,true story,pos,True,oscar (best picture),107.0
7191,2,mental illness,neg,mental illness,neg,True,oscar (best picture),107.0
7191,3,world war ii,neg,world war ii,neg,True,oscar (best picture),107.0
7191,4,organized crime,neg,organized crime,neg,True,oscar (best picture),107.0
7191,5,dvd,neg,dvd,neg,True,oscar (best picture),107.0
6623,1,war,neg,war,neg,True,action,248.0
6623,2,dvd,neg,dvd,neg,True,action,248.0
6623,3,aliens,neg,aliens,neg,True,action,248.0
6623,4,superhero,neg,superhero,neg,True,action,248.0
6623,5,dark,neg,dark,neg,True,action,248.0
482,1,drama,neg,drama,neg,True,war,770.0
482,2,historical,pos,historical,pos,True,war,770.0
482,3,dvd,neg,dvd,neg,True,war,770.0
482,4,holocaust,neg,holocaust,neg,True,war,770.0
482,5,classic,neg,classic,neg,True,war,770.0
6645,1,england,neg,england,neg,True,parody,94.0
6645,2,comedy,neg,comedy,neg,True,parody,94.0
6645,3,underrated,neg,underrated,neg,True,parody,94.0
6645,4,funny,neg,funny,neg,True,parody,94.0
6645,5,cute,pos,cute,pos,True,parody,94.0
3714,1,future,neg,future,neg,True,space,64.0
3714,2,sequel,neg,sequel,neg,True,space,64.0
3714,3,robots,neg,robots,neg,True,space,64.0
3714,4,adventure,neg,adventure,neg,True,space,64.0
3714,5,beautiful,neg,beautiful,neg,True,anime,64.0
1009,1,classic,neg,classic,neg,True,martin scorsese,1017.0
1009,2,murder,neg,murder,neg,True,martin scorsese,1017.0
1009,3,violent,neg,violent,neg,True,martin scorsese,1017.0
1009,4,violence,neg,violence,neg,True,martin scorsese,1017.0
1009,5,police,neg,police,neg,True,martin scorsese,1017.0
4580,1,time travel,neg,time travel,neg,True,tom cruise,370.0
4580,2,espionage,neg,espionage,neg,True,tom cruise,370.0
4580,3,action,neg,action,neg,True,tom cruise,370.0
4580,4,dvd,neg,dvd,neg,True,tom cruise,370.0
4580,5,dystopia,neg,dystopia,neg,True,tom cruise,370.0
3080,1,violent,neg,violent,neg,True,mafia,32.0
3080,2,new york city,pos,new york city,pos,True,mafia,32.0
3080,3,oscar (best actor),pos,oscar (best actor),pos,True,mafia,32.0
3080,4,family,pos,family,pos,True,mafia,32.0
3080,5,violence,neg,violence,neg,True,mafia,32.0
877,1,dvd,pos,dvd,pos,True,quirky,19.0
877,2,dark comedy,pos,dark comedy,pos,True,quirky,19.0
877,3,seen more than once,neg,seen more than once,neg,True,quirky,19.0
877,4,crime,pos,crime,pos,True,quirky,19.0
877,5,memory,neg,memory,neg,True,quirky,19.0
2295,1,satire,neg,satire,neg,True,animation,176.0
2295,2,family,neg,family,neg,True,animation,176.0
2295,3,comedy,neg,comedy,neg,True,animation,176.0
2295,4,fun,neg,fun,neg,True,animation,176.0
2295,5,seen more than once,neg,seen more than once,neg,True,animation,176.0
2322,1,space,neg,space,neg,True,post apocalyptic,714.0
2322,2,bruce willis,neg,bruce willis,neg,True,post apocalyptic,714.0
2322,3,thriller,neg,thriller,neg,True,post apocalyptic,714.0
2322,4,disturbing,neg,disturbing,neg,True,cannibalism,714.0
2322,5,brad pitt,neg,brad pitt,neg,True,post apocalyptic,714.0
1467,1,espionage,neg,espionage,neg,True,brad pitt,299.0
1467,2,crime,pos,crime,pos,True,brad pitt,299.0
1467,3,heist,neg,heist,neg,True,brad pitt,299.0
1467,4,post apocalyptic,neg,post apocalyptic,neg,True,brad pitt,299.0
1467,5,serial killer,neg,serial killer,neg,True,brad pitt,299.0
1128,1,nudity (topless),neg,nudity (topless),neg,True,aliens,2566.0
1128,2,sci-fi,neg,sci-fi,neg,True,aliens,2566.0
1128,3,future,neg,future,neg,True,aliens,2566.0
1128,4,cult film,pos,cult film,pos,True,aliens,2566.0
1128,5,fun,neg,fun,neg,True,anime,2566.0
1212,1,stephen king,neg,stephen king,neg,True,ghosts,72.0
1212,2,psychology,neg,psychology,neg,True,ghosts,72.0
1212,3,suspense,neg,suspense,neg,True,ghosts,72.0
1212,4,predictable,neg,predictable,neg,True,ghosts,72.0
1212,5,dvd,pos,dvd,pos,True,ghosts,72.0
5587,1,nudity (topless),pos,nudity (topless),pos,True,aliens,231.0
5587,2,future,pos,future,pos,True,space,231.0
5587,3,dvd,neg,dvd,neg,True,space,231.0
5587,4,aliens,pos,aliens,pos,True,space,231.0
