user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase
4283,4,spicy,neg,spicy,neg,True,thai
4283,5,casual,neg,casual,neg,True,thai
4562,1,busy,pos,busy,pos,True,thai
4562,2,yummy,neg,yummy,neg,True,thai
4562,3,curry,neg,curry,neg,True,thai
4562,4,spicy,pos,spicy,pos,True,thai
4562,5,casual,neg,casual,neg,True,thai
678,1,cake,pos,cake,pos,True,croissant
678,2,tart,neg,tart,neg,True,croissant
678,3,lemon,neg,lemon,neg,True,croissant
678,4,brunch,neg,brunch,neg,True,croissant
678,5,chocolate,pos,chocolate,pos,True,croissant
43,1,scallop,neg,scallop,neg,True,sushi
43,2,modern,neg,modern,neg,True,sushi
43,3,sashimi,pos,sashimi,pos,True,sushi
43,4,expensive,neg,expensive,neg,True,sushi
43,5,pricey,neg,pricey,neg,True,sushi
1287,1,wait,pos,wait,pos,True,cheesecake
1287,2,mall,neg,mall,neg,True,cheesecake
1287,3,store,pos,store,pos,True,cheesecake
1287,4,japanese,pos,japanese,pos,True,cheesecake
1287,5,cheese,pos,cheese,pos,True,cheesecake
848,1,bun,pos,bun,pos,True,fry
848,2,sausage,neg,sausage,neg,True,fry
848,3,kimchi,pos,kimchi,pos,True,fry
848,4,belly,pos,belly,pos,True,fry
848,5,pork belly,pos,pork belly,pos,True,fry
550,1,sashimi,pos,sashimi,pos,True,oyster
550,2,calamari,neg,calamari,neg,True,oyster
550,3,seafood,neg,seafood,neg,True,oyster
550,4,birthday,neg,birthday,neg,True,oyster
550,5,shrimp,pos,shrimp,pos,True,oyster
6611,1,busy,neg,busy,neg,True,thai
6611,2,yummy,neg,yummy,neg,True,thai
6611,3,curry,neg,curry,neg,True,thai
6611,4,spicy,neg,spicy,neg,True,thai
6611,5,casual,neg,casual,neg,True,thai
304,1,scallop,neg,scallop,neg,True,sushi
304,2,modern,neg,modern,neg,True,sushi
304,3,sashimi,pos,sashimi,pos,True,sushi
304,4,expensive,neg,expensive,neg,True,sushi
304,5,pricey,neg,pricey,neg,True,sushi
4277,1,busy,neg,busy,neg,True,thai
4277,2,egg,neg,egg,neg,True,ramen
4277,3,reasonable,neg,reasonable,neg,True,thai
4277,4,wait,neg,wait,neg,True,thai
4277,5,pork,neg,pork,neg,True,ramen
817,1,creamy,neg,creamy,neg,True,ice cream
817,2,thai,neg,thai,neg,True,wait
817,3,friendly,neg,friendly,neg,True,wait
817,4,lunch,neg,lunch,neg,True,wait
817,5,spicy,neg,spicy,neg,True,wait
1757,1,bacon,pos,bacon,pos,True,brunch
1757,2,wait,pos,wait,pos,True,brunch
1757,3,latte,pos,latte,pos,True,coffee
1757,4,pancake,pos,pancake,pos,True,brunch
1757,5,egg,pos,egg,pos,True,brunch
835,1,bubble tea,pos,bubble tea,pos,True,tea
835,2,gelato,neg,gelato,neg,True,tea
835,3,milk,pos,milk,pos,True,tea
835,4,asian,neg,asian,neg,True,tea
835,5,bubble,pos,bubble,pos,True,tea
3005,1,mexican,neg,mexican,neg,True,corn
3005,2,deep fried,pos,deep fried,pos,True,corn
3005,3,chewy,pos,chewy,pos,True,corn
3005,4,creamy,pos,creamy,pos,True,corn
3005,5,lettuce,neg,lettuce,neg,True,corn
279,1,scallop,neg,scallop,neg,True,sushi
279,2,modern,neg,modern,neg,True,sushi
279,3,sashimi,pos,sashimi,pos,True,sushi
279,4,expensive,neg,expensive,neg,True,sushi
279,5,pricey,neg,pricey,neg,True,sushi
3352,1,busy,neg,busy,neg,True,thai
3352,2,yummy,neg,yummy,neg,True,thai
3352,3,curry,neg,curry,neg,True,thai
3352,4,spicy,neg,spicy,neg,True,thai
3352,5,casual,neg,casual,neg,True,thai
5710,1,busy,neg,busy,neg,True,thai
5710,2,yummy,neg,yummy,neg,True,thai
5710,3,curry,neg,curry,neg,True,thai
5710,4,spicy,neg,spicy,neg,True,thai
5710,5,casual,neg,casual,neg,True,thai
2604,1,bacon,neg,bacon,neg,True,brunch
2604,2,wait,pos,wait,pos,True,brunch
2604,3,egg,pos,egg,pos,True,brunch
2604,4,french,pos,french,pos,True,brunch
2604,5,breakfast,neg,breakfast,neg,True,brunch
2665,1,busy,neg,busy,neg,True,thai
2665,2,yummy,neg,yummy,neg,True,thai
2665,3,curry,neg,curry,neg,True,thai
2665,4,spicy,neg,spicy,neg,True,thai
2665,5,casual,neg,casual,neg,True,thai
1196,1,scallop,neg,scallop,neg,True,sushi
1196,2,modern,neg,modern,neg,True,sushi
1196,3,sashimi,pos,sashimi,pos,True,sushi
1196,4,sushi,pos,sushi,pos,True,fish
1196,5,fresh,pos,fresh,pos,True,fish
6700,1,chip,neg,chip,neg,True,taco
6700,2,sour,neg,sour,neg,True,taco
6700,3,mexican,pos,mexican,pos,True,taco
6700,4,tuna,pos,tuna,pos,True,taco
6700,5,octopus,pos,octopus,pos,True,taco
400,1,scallop,neg,scallop,neg,True,salmon
400,2,expensive,neg,expensive,neg,True,salmon
400,3,sashimi,pos,sashimi,pos,True,salmon
400,4,modern,neg,modern,neg,True,salmon
400,5,pricey,neg,pricey,neg,True,salmon
3968,1,busy,neg,busy,neg,True,thai
3968,2,yummy,neg,yummy,neg,True,thai
3968,3,curry,neg,curry,neg,True,thai
3968,4,spicy,neg,spicy,neg,True,thai
3968,5,casual,neg,casual,neg,True,thai
3117,1,spicy,pos,spicy,pos,True,ramen
3117,2,egg,pos,egg,pos,True,ramen
3117,3,noodle,pos,noodle,pos,True,ramen
3117,4,soup,pos,soup,pos,True,ramen
3117,5,salt,pos,salt,pos,True,ramen
1980,1,busy,neg,busy,neg,True,thai
1980,2,yummy,neg,yummy,neg,True,thai
1980,3,curry,pos,curry,pos,True,thai
1980,4,spicy,neg,spicy,neg,True,thai
1980,5,casual,neg,casual,neg,True,thai
1047,1,bacon,neg,bacon,neg,True,brunch
1047,2,wait,pos,wait,pos,True,brunch
1047,3,egg,pos,egg,pos,True,brunch
1047,4,french,pos,french,pos,True,brunch
1047,5,breakfast,neg,breakfast,neg,True,brunch
5153,1,busy,pos,busy,pos,True,thai
5153,2,yummy,neg,yummy,neg,True,thai
5153,3,curry,neg,curry,neg,True,thai
5153,4,spicy,neg,spicy,neg,True,thai
5153,5,casual,neg,casual,neg,True,thai
3110,1,crispy,neg,crispy,neg,True,waffle
3110,2,creamy,neg,creamy,neg,True,waffle
3110,3,busy,neg,busy,neg,True,wait
3110,4,chicken,pos,chicken,pos,True,waffle
3110,5,plaza,neg,plaza,neg,True,waffle
1135,1,cake,pos,cake,pos,True,croissant
1135,2,tart,neg,tart,neg,True,croissant
1135,3,lemon,neg,lemon,neg,True,croissant
1135,4,brunch,neg,brunch,neg,True,croissant
1135,5,chocolate,pos,chocolate,pos,True,croissant
3564,1,spicy,pos,spicy,pos,True,ramen
3564,2,egg,pos,egg,pos,True,ramen
3564,3,noodle,pos,noodle,pos,True,ramen
3564,4,soup,pos,soup,pos,True,ramen
3564,5,salt,neg,salt,neg,True,ramen
5027,1,bacon,pos,bacon,pos,True,brunch
5027,2,potato,pos,potato,pos,True,egg
5027,3,brunch,pos,brunch,pos,True,egg
5027,4,friendly,pos,friendly,pos,True,egg
5027,5,ramen,neg,ramen,neg,True,egg
551,1,spicy,pos,spicy,pos,True,ramen
551,2,egg,pos,egg,pos,True,ramen
551,3,noodle,pos,noodle,pos,True,ramen
551,4,soup,pos,soup,pos,True,ramen
551,5,salt,neg,salt,neg,True,ramen
1636,1,busy,neg,busy,neg,True,thai
1636,2,olive,neg,olive,neg,True,pasta
1636,3,italian,pos,italian,pos,True,pasta
1636,4,bread,pos,bread,pos,True,pasta
1636,5,tomato,neg,tomato,neg,True,pasta
2619,1,busy,neg,busy,neg,True,thai
2619,2,curry,neg,curry,neg,True,wait
2619,3,coconut,neg,coconut,neg,True,thai
2619,4,spicy,neg,spicy,neg,True,thai
2619,5,yummy,neg,yummy,neg,True,thai
91,1,spicy,pos,spicy,pos,True,ramen
91,2,egg,pos,egg,pos,True,ramen
91,3,noodle,pos,noodle,pos,True,ramen
91,4,soup,pos,soup,pos,True,ramen
91,5,salt,neg,salt,neg,True,ramen
19,1,chinese,pos,chinese,pos,True,lobster
19,2,steamed,pos,steamed,pos,True,lobster
19,3,seafood,pos,seafood,pos,True,lobster
19,4,dinner,pos,dinner,pos,True,lobster
19,5,fried,pos,fried,pos,True,lobster
2691,1,busy,pos,busy,pos,True,thai
2691,2,yummy,pos,yummy,pos,True,thai
2691,3,curry,pos,curry,pos,True,thai
2691,4,spicy,pos,spicy,pos,True,thai
2691,5,casual,pos,casual,pos,True,thai
897,1,spicy,pos,spicy,pos,True,ramen
897,2,modern,neg,modern,neg,True,sushi
897,3,pork,pos,pork,pos,True,ramen
897,4,pork belly,neg,pork belly,neg,True,ramen
897,5,salt,neg,salt,neg,True,ramen
5111,1,curry,neg,curry,neg,True,wait
5111,2,thai,neg,thai,neg,True,wait
5111,3,busy,neg,busy,neg,True,wait
5111,4,coconut,neg,coconut,neg,True,wait
5111,5,spicy,neg,spicy,neg,True,wait
2250,1,potato,pos,potato,pos,True,steak
2250,2,bread,neg,bread,neg,True,steak
2250,3,rare,pos,rare,pos,True,steak
2250,4,rib,pos,rib,pos,True,steak
2250,5,dinner,pos,dinner,pos,True,steak
6726,1,bacon,neg,bacon,neg,True,brunch
6726,2,wait,pos,wait,pos,True,brunch
6726,3,egg,pos,egg,pos,True,brunch
6726,4,french,pos,french,pos,True,brunch
6726,5,breakfast,neg,breakfast,neg,True,brunch
2595,1,scallop,neg,scallop,neg,True,sushi
2595,2,modern,neg,modern,neg,True,sushi
2595,3,sashimi,pos,sashimi,pos,True,sushi
2595,4,expensive,neg,expensive,neg,True,sushi
2595,5,pricey,neg,pricey,neg,True,sushi
109,1,busy,pos,busy,pos,True,thai
109,2,yummy,pos,yummy,pos,True,thai
109,3,curry,pos,curry,pos,True,thai
109,4,spicy,pos,spicy,pos,True,thai
109,5,casual,pos,casual,pos,True,thai
4092,1,busy,neg,busy,neg,True,thai
4092,2,yummy,neg,yummy,neg,True,thai
4092,3,curry,neg,curry,neg,True,thai
4092,4,spicy,neg,spicy,neg,True,thai
4092,5,casual,neg,casual,neg,True,thai
165,1,scallop,pos,scallop,pos,True,sushi
165,2,modern,pos,modern,pos,True,sushi
165,3,sashimi,pos,sashimi,pos,True,sushi
165,4,expensive,pos,expensive,pos,True,sushi
165,5,pricey,pos,pricey,pos,True,sushi
41,1,creamy,neg,creamy,neg,True,ice cream
41,2,green tea,neg,green tea,neg,True,ice cream
41,3,sashimi,pos,sashimi,pos,True,sushi
41,4,fish,neg,fish,neg,True,sushi
41,5,fresh,pos,fresh,pos,True,sushi
247,1,bread,pos,bread,pos,True,pasta
247,2,olive,pos,olive,pos,True,pasta
247,3,italian,pos,italian,pos,True,pasta
247,4,salad,pos,salad,pos,True,pasta
247,5,tomato,neg,tomato,neg,True,pasta
997,1,spicy,pos,spicy,pos,True,ramen
997,2,egg,neg,egg,neg,True,ramen
997,3,noodle,pos,noodle,pos,True,ramen
997,4,soup,neg,soup,neg,True,ramen
997,5,salt,neg,salt,neg,True,ramen
328,1,creamy,pos,creamy,pos,True,ice cream
328,2,green tea,neg,green tea,neg,True,ice cream
328,3,cone,pos,cone,pos,True,ice cream
328,4,tea,pos,tea,pos,True,ice cream
328,5,matcha,neg,matcha,neg,True,ice cream
5282,1,busy,neg,busy,neg,True,thai
5282,2,yummy,neg,yummy,neg,True,thai
5282,3,curry,neg,curry,neg,True,thai
5282,4,spicy,neg,spicy,neg,True,thai
5282,5,casual,neg,casual,neg,True,thai
37,1,creamy,neg,creamy,neg,True,ice cream
37,2,green tea,neg,green tea,neg,True,ice cream
37,3,cone,neg,cone,neg,True,ice cream
37,4,tea,neg,tea,neg,True,ice cream
37,5,matcha,neg,matcha,neg,True,ice cream
1804,1,fry,neg,fry,neg,True,sandwich
1804,2,belly,neg,belly,neg,True,sandwich
1804,3,kimchi,neg,kimchi,neg,True,sandwich
1804,4,pork,pos,pork,pos,True,sandwich
1804,5,pork belly,neg,pork belly,neg,True,sandwich
893,1,scallop,neg,scallop,neg,True,sushi
893,2,modern,neg,modern,neg,True,sushi
893,3,sashimi,pos,sashimi,pos,True,sushi
893,4,expensive,neg,expensive,neg,True,sushi
893,5,pricey,neg,pricey,neg,True,sushi
2019,1,busy,neg,busy,neg,True,thai
2019,2,yummy,neg,yummy,neg,True,thai
2019,3,curry,neg,curry,neg,True,thai
2019,4,spicy,pos,spicy,pos,True,thai
2019,5,fresh,pos,fresh,pos,True,salmon
470,1,tea,pos,tea,pos,True,gelato
470,2,milk,pos,milk,pos,True,gelato
470,3,asian,pos,asian,pos,True,gelato
470,4,green tea,pos,green tea,pos,True,gelato
470,5,vietnamese,pos,vietnamese,pos,True,gelato
859,1,friendly,neg,friendly,neg,True,egg
859,2,wait,pos,wait,pos,True,brunch
859,3,brunch,pos,brunch,pos,True,egg
859,4,waffle,neg,waffle,neg,True,egg
859,5,potato,pos,potato,pos,True,egg
6020,1,busy,neg,busy,neg,True,thai
6020,2,yummy,neg,yummy,neg,True,thai
6020,3,curry,neg,curry,neg,True,thai
6020,4,spicy,neg,spicy,neg,True,thai
6020,5,casual,neg,casual,neg,True,thai
808,1,busy,neg,busy,neg,True,thai
808,2,yummy,neg,yummy,neg,True,thai
808,3,curry,neg,curry,neg,True,thai
808,4,spicy,neg,spicy,neg,True,thai
808,5,baked,neg,baked,neg,True,oyster
1362,1,chip,pos,chip,pos,True,taco
1362,2,sour,neg,sour,neg,True,taco
1362,3,mexican,pos,mexican,pos,True,taco
1362,4,tuna,neg,tuna,neg,True,taco
1362,5,octopus,neg,octopus,neg,True,taco
3817,1,busy,neg,busy,neg,True,thai
3817,2,yummy,neg,yummy,neg,True,thai
3817,3,curry,neg,curry,neg,True,thai
3817,4,spicy,neg,spicy,neg,True,thai
3817,5,casual,neg,casual,neg,True,thai
1622,1,busy,neg,busy,neg,True,wrap
1622,2,lunch,pos,lunch,pos,True,wrap
1622,3,pork bone soup,neg,pork bone soup,neg,True,wrap
1622,4,pork,neg,pork,neg,True,wrap
1622,5,corn,pos,corn,pos,True,wrap
1186,1,quick,neg,quick,neg,True,noodle
1186,2,beef,pos,beef,pos,True,noodle
1186,3,milk,pos,milk,pos,True,tea
1186,4,sesame,neg,sesame,neg,True,tea
1186,5,green tea,neg,green tea,neg,True,tea
5290,1,busy,neg,busy,neg,True,thai
5290,2,yummy,neg,yummy,neg,True,thai
5290,3,curry,neg,curry,neg,True,thai
5290,4,spicy,neg,spicy,neg,True,thai
5290,5,casual,neg,casual,neg,True,thai
3656,1,busy,neg,busy,neg,True,thai
3656,2,yummy,neg,yummy,neg,True,thai
3656,3,curry,neg,curry,neg,True,thai
3656,4,spicy,neg,spicy,neg,True,thai
3656,5,casual,neg,casual,neg,True,thai
6537,1,busy,pos,busy,pos,True,thai
6537,2,yummy,neg,yummy,neg,True,thai
6537,3,curry,pos,curry,pos,True,thai
6537,4,spicy,pos,spicy,pos,True,thai
6537,5,casual,neg,casual,neg,True,thai
396,1,fried,pos,fried,pos,True,seafood
396,2,deep fried,neg,deep fried,neg,True,seafood
396,3,lobster,pos,lobster,pos,True,seafood
396,4,fish,neg,fish,neg,True,seafood
396,5,oyster,pos,oyster,pos,True,seafood
1587,1,fast,neg,fast,neg,True,congee
1587,2,wait,pos,wait,pos,True,congee
1587,3,chinese,neg,chinese,neg,True,congee
1587,4,beef,pos,beef,pos,True,congee
1587,5,shrimp,pos,shrimp,pos,True,congee
2649,1,busy,pos,busy,pos,True,thai
2649,2,yummy,pos,yummy,pos,True,thai
2649,3,curry,pos,curry,pos,True,thai
2649,4,spicy,pos,spicy,pos,True,thai
2649,5,casual,pos,casual,pos,True,thai
397,1,friendly,pos,friendly,pos,True,chip
397,2,corn,neg,corn,neg,True,chip
397,3,mexican,neg,mexican,neg,True,chip
397,4,dark,neg,dark,neg,True,chip
397,5,crispy,pos,crispy,pos,True,chip
372,1,spicy,pos,spicy,pos,True,ramen
372,2,egg,pos,egg,pos,True,ramen
372,3,noodle,pos,noodle,pos,True,ramen
372,4,soup,pos,soup,pos,True,ramen
372,5,salt,neg,salt,neg,True,ramen
36,1,spicy,neg,spicy,neg,True,pork
36,2,kimchi,pos,kimchi,pos,True,pork
36,3,pork belly,pos,pork belly,pos,True,pork
36,4,meat,pos,meat,pos,True,pork
36,5,noodle,neg,noodle,neg,True,pork
9,1,miso,pos,miso,pos,True,wing
9,2,bean,neg,bean,neg,True,wing
9,3,rib,neg,rib,neg,True,wing
9,4,chicken,pos,chicken,pos,True,wing
9,5,fry,neg,fry,neg,True,wing
3608,1,busy,neg,busy,neg,True,thai
3608,2,yummy,neg,yummy,neg,True,thai
3608,3,curry,neg,curry,neg,True,thai
3608,4,spicy,neg,spicy,neg,True,thai
3608,5,casual,neg,casual,neg,True,thai
1443,1,dark,pos,dark,pos,True,burger
1443,2,cheese,neg,cheese,neg,True,burger
1443,3,patty,neg,patty,neg,True,burger
1443,4,fried,pos,fried,pos,True,burger
1443,5,bun,pos,bun,pos,True,burger
2763,1,bun,pos,bun,pos,True,sausage
2763,2,fry,pos,fry,pos,True,sausage
2763,3,wild boar,pos,wild boar,pos,True,sausage
2763,4,meat,pos,meat,pos,True,sausage
2763,5,beer,pos,beer,pos,True,sausage
5689,1,busy,pos,busy,pos,True,thai
5689,2,yummy,neg,yummy,neg,True,thai
5689,3,curry,neg,curry,neg,True,thai
5689,4,spicy,neg,spicy,neg,True,thai
5689,5,casual,neg,casual,neg,True,thai
109,1,spicy,pos,spicy,pos,True,ramen
109,2,egg,neg,egg,neg,True,ramen
109,3,noodle,pos,noodle,pos,True,ramen
109,4,soup,neg,soup,neg,True,ramen
109,5,salt,neg,salt,neg,True,ramen
4,1,bacon,neg,bacon,neg,True,french
4,2,wine,neg,wine,neg,True,french
4,3,brunch,pos,brunch,pos,True,french
4,4,bread,pos,bread,pos,True,french
4,5,dinner,pos,dinner,pos,True,french
2326,1,busy,neg,busy,neg,True,thai
2326,2,yummy,neg,yummy,neg,True,thai
2326,3,curry,neg,curry,neg,True,thai
2326,4,spicy,pos,spicy,pos,True,thai
2326,5,casual,neg,casual,neg,True,thai
3047,1,busy,neg,busy,neg,True,thai
3047,2,yummy,neg,yummy,neg,True,thai
3047,3,curry,neg,curry,neg,True,thai
3047,4,spicy,neg,spicy,neg,True,thai
3047,5,casual,neg,casual,neg,True,thai
925,1,crispy,neg,crispy,neg,True,waffle
925,2,creamy,neg,creamy,neg,True,waffle
925,3,ice cream,neg,ice cream,neg,True,waffle
925,4,mall,neg,mall,neg,True,waffle
925,5,cookie,neg,cookie,neg,True,waffle
2518,1,busy,neg,busy,neg,True,thai
2518,2,yummy,neg,yummy,neg,True,thai
2518,3,curry,pos,curry,pos,True,thai
2518,4,spicy,neg,spicy,neg,True,thai
2518,5,casual,neg,casual,neg,True,thai
1321,1,bacon,neg,bacon,neg,True,brunch
1321,2,wait,pos,wait,pos,True,brunch
1321,3,egg,pos,egg,pos,True,brunch
1321,4,french,pos,french,pos,True,brunch
1321,5,breakfast,neg,breakfast,neg,True,brunch
638,1,bacon,neg,bacon,neg,True,brunch
638,2,wait,pos,wait,pos,True,brunch
638,3,egg,pos,egg,pos,True,brunch
638,4,french,pos,french,pos,True,brunch
638,5,breakfast,neg,breakfast,neg,True,brunch
1635,1,busy,neg,busy,neg,True,thai
1635,2,yummy,neg,yummy,neg,True,thai
1635,3,curry,neg,curry,neg,True,thai
1635,4,spicy,neg,spicy,neg,True,thai
1635,5,casual,neg,casual,neg,True,thai
2376,1,dark,neg,dark,neg,True,burger
2376,2,cheese,pos,cheese,pos,True,burger
2376,3,patty,pos,patty,pos,True,burger
2376,4,fried,pos,fried,pos,True,burger
2376,5,bun,pos,bun,pos,True,burger
4808,1,scallop,pos,scallop,pos,True,sushi
4808,2,modern,pos,modern,pos,True,sushi
4808,3,sashimi,pos,sashimi,pos,True,sushi
4808,4,expensive,pos,expensive,pos,True,sushi
4808,5,pricey,pos,pricey,pos,True,sushi
6583,1,spicy,pos,spicy,pos,True,ramen
6583,2,egg,pos,egg,pos,True,ramen
6583,3,noodle,pos,noodle,pos,True,ramen
6583,4,soup,pos,soup,pos,True,ramen
6583,5,salt,neg,salt,neg,True,ramen
409,1,bacon,neg,bacon,neg,True,brunch
409,2,wait,pos,wait,pos,True,brunch
409,3,egg,pos,egg,pos,True,brunch
409,4,french,pos,french,pos,True,brunch
409,5,breakfast,neg,breakfast,neg,True,brunch
873,1,crispy,neg,crispy,neg,True,waffle
873,2,creamy,neg,creamy,neg,True,waffle
873,3,ice cream,neg,ice cream,neg,True,waffle
873,4,mall,neg,mall,neg,True,waffle
873,5,cookie,neg,cookie,neg,True,waffle
6935,1,busy,neg,busy,neg,True,thai
6935,2,yummy,neg,yummy,neg,True,thai
6935,3,curry,neg,curry,neg,True,thai
6935,4,spicy,pos,spicy,pos,True,thai
6935,5,casual,neg,casual,neg,True,thai
328,1,chip,pos,chip,pos,True,taco
328,2,sour,pos,sour,pos,True,taco
328,3,mexican,pos,mexican,pos,True,taco
328,4,tuna,pos,tuna,pos,True,taco
328,5,octopus,neg,octopus,neg,True,taco
1423,1,spicy,neg,spicy,neg,True,ramen
1423,2,egg,pos,egg,pos,True,ramen
1423,3,noodle,pos,noodle,pos,True,ramen
1423,4,soup,pos,soup,pos,True,ramen
1423,5,salt,neg,salt,neg,True,ramen
1419,1,chip,neg,chip,neg,True,taco
1419,2,sour,neg,sour,neg,True,taco
1419,3,mexican,pos,mexican,pos,True,taco
1419,4,tuna,pos,tuna,pos,True,taco
1419,5,octopus,pos,octopus,pos,True,taco
1412,1,clean,neg,clean,neg,True,dessert
1412,2,mango,neg,mango,neg,True,dessert
1412,3,dinner,pos,dinner,pos,True,dessert
1412,4,tea,neg,tea,neg,True,dessert
1412,5,matcha,neg,matcha,neg,True,dessert
2409,1,bacon,neg,bacon,neg,True,brunch
2409,2,wait,neg,wait,neg,True,brunch
2409,3,egg,neg,egg,neg,True,brunch
2409,4,french,neg,french,neg,True,brunch
2409,5,breakfast,neg,breakfast,neg,True,brunch
1141,1,busy,pos,busy,pos,True,thai
1141,2,yummy,neg,yummy,neg,True,thai
1141,3,curry,pos,curry,pos,True,thai
1141,4,spicy,pos,spicy,pos,True,thai
1141,5,casual,neg,casual,neg,True,thai
1453,1,sashimi,neg,sashimi,neg,True,oyster
1453,2,calamari,pos,calamari,pos,True,oyster
1453,3,seafood,pos,seafood,pos,True,oyster
1453,4,birthday,neg,birthday,neg,True,oyster
1453,5,shrimp,neg,shrimp,neg,True,oyster
4662,1,potato,pos,potato,pos,True,steak
4662,2,bread,neg,bread,neg,True,steak
4662,3,rare,pos,rare,pos,True,steak
4662,4,rib,pos,rib,pos,True,steak
4662,5,dinner,pos,dinner,pos,True,steak
1649,1,busy,neg,busy,neg,True,thai
1649,2,yummy,neg,yummy,neg,True,thai
1649,3,curry,neg,curry,neg,True,thai
1649,4,spicy,neg,spicy,neg,True,thai
1649,5,casual,neg,casual,neg,True,thai
1195,1,busy,neg,busy,neg,True,thai
1195,2,yummy,neg,yummy,neg,True,thai
1195,3,curry,neg,curry,neg,True,thai
1195,4,spicy,neg,spicy,neg,True,thai
1195,5,casual,neg,casual,neg,True,thai
959,1,spicy,pos,spicy,pos,True,ramen
959,2,egg,pos,egg,pos,True,ramen
959,3,noodle,pos,noodle,pos,True,ramen
959,4,soup,pos,soup,pos,True,ramen
959,5,salt,neg,salt,neg,True,ramen
127,1,bacon,neg,bacon,neg,True,brunch
127,2,wait,pos,wait,pos,True,brunch
127,3,gravy,neg,gravy,neg,True,poutine
127,4,friendly,neg,friendly,neg,True,poutine
127,5,fry,neg,fry,neg,True,poutine
4019,1,creamy,pos,creamy,pos,True,ice cream
4019,2,green tea,neg,green tea,neg,True,ice cream
4019,3,cone,pos,cone,pos,True,ice cream
4019,4,tea,pos,tea,pos,True,ice cream
4019,5,matcha,neg,matcha,neg,True,ice cream
96,1,japanese,neg,japanese,neg,True,cake
96,2,fluffy,neg,fluffy,neg,True,cake
96,3,cheesecake,neg,cheesecake,neg,True,cake
96,4,dessert,pos,dessert,pos,True,cake
96,5,matcha,neg,matcha,neg,True,cake
556,1,curry,neg,curry,neg,True,chicken
556,2,pork,pos,pork,pos,True,chicken
556,3,fried,pos,fried,pos,True,chicken
556,4,wait,neg,wait,neg,True,chicken
556,5,crispy,neg,crispy,neg,True,chicken
415,1,bread,neg,bread,neg,True,pasta
415,2,olive,neg,olive,neg,True,pasta
415,3,italian,neg,italian,neg,True,pasta
415,4,salad,pos,salad,pos,True,pasta
415,5,tomato,neg,tomato,neg,True,pasta
6561,1,busy,neg,busy,neg,True,thai
6561,2,yummy,neg,yummy,neg,True,thai
6561,3,curry,neg,curry,neg,True,thai
6561,4,spicy,neg,spicy,neg,True,thai
6561,5,casual,neg,casual,neg,True,thai
1447,1,chinese,pos,chinese,pos,True,lobster
1447,2,steamed,pos,steamed,pos,True,lobster
1447,3,seafood,pos,seafood,pos,True,lobster
1447,4,dinner,pos,dinner,pos,True,lobster
1447,5,fried,pos,fried,pos,True,lobster
596,1,store,neg,store,neg,True,matcha
596,2,dessert,pos,dessert,pos,True,matcha
596,3,green tea,pos,green tea,pos,True,matcha
596,4,bean,pos,bean,pos,True,matcha
596,5,ice cream,pos,ice cream,pos,True,matcha
3613,1,curry,neg,curry,neg,True,wait
3613,2,thai,neg,thai,neg,True,wait
3613,3,busy,neg,busy,neg,True,wait
3613,4,coconut,neg,coconut,neg,True,wait
3613,5,spicy,neg,spicy,neg,True,wait
1219,1,calamari,neg,calamari,neg,True,pizza
1219,2,wine,neg,wine,neg,True,pizza
1219,3,crust,pos,crust,pos,True,pizza
1219,4,salad,neg,salad,neg,True,pizza
1219,5,italian,neg,italian,neg,True,pizza
11,1,chip,pos,chip,pos,True,taco
11,2,sour,neg,sour,neg,True,taco
11,3,mexican,pos,mexican,pos,True,taco
11,4,tuna,neg,tuna,neg,True,taco
11,5,octopus,neg,octopus,neg,True,taco
2008,1,ramen,neg,ramen,neg,True,pub
2008,2,tea,neg,tea,neg,True,pub
2008,3,beer,pos,beer,pos,True,pub
2008,4,crowded,neg,crowded,neg,True,pub
2008,5,burger,pos,burger,pos,True,pub
114,1,busy,pos,busy,pos,True,thai
114,2,yummy,pos,yummy,pos,True,thai
114,3,curry,pos,curry,pos,True,thai
114,4,spicy,pos,spicy,pos,True,thai
114,5,casual,pos,casual,pos,True,thai
2511,1,busy,neg,busy,neg,True,thai
2511,2,yummy,neg,yummy,neg,True,thai
2511,3,curry,neg,curry,neg,True,thai
2511,4,spicy,neg,spicy,neg,True,thai
2511,5,casual,neg,casual,neg,True,thai
2631,1,busy,neg,busy,neg,True,thai
2631,2,yummy,neg,yummy,neg,True,thai
2631,3,curry,neg,curry,neg,True,thai
2631,4,spicy,neg,spicy,neg,True,thai
2631,5,casual,neg,casual,neg,True,thai
926,1,bacon,neg,bacon,neg,True,brunch
926,2,wait,pos,wait,pos,True,brunch
926,3,egg,pos,egg,pos,True,brunch
926,4,french,neg,french,neg,True,brunch
926,5,breakfast,neg,breakfast,neg,True,brunch
6508,1,chip,neg,chip,neg,True,taco
6508,2,sour,neg,sour,neg,True,taco
6508,3,mexican,pos,mexican,pos,True,taco
6508,4,tuna,pos,tuna,pos,True,taco
6508,5,octopus,pos,octopus,pos,True,taco
1111,1,busy,neg,busy,neg,True,thai
1111,2,yummy,neg,yummy,neg,True,thai
1111,3,curry,neg,curry,neg,True,thai
1111,4,cheesecake,neg,cheesecake,neg,True,japanese
1111,5,cake,neg,cake,neg,True,japanese
2295,1,calamari,neg,calamari,neg,True,pizza
